stop_id,stop_name,stop_lat,stop_lon
100091100742,Rua Das Perpetuas 742,-19.9802551491726,-44.0496116937664
100091101016,Rua Das Perpetuas 1016,-19.98100238787,-44.0520223260355
100103100091,Rua Adelia Carmen Da Silva 91,-19.9914168103352,-44.0477199879881
100106000168,Rua Adolfo Monteiro De Castro 168,-19.9078096651472,-43.9684710554585
100123300232,Rua Doutor Pedro Pinto 232,-19.901941025145,-43.9713318078815
100125900354,Ave Afonso Pena 354,-19.91685507564477,-43.94024682938622
100125900367,Ave Afonso Pena 367,-19.916560638236,-43.94000966794604
100125900388,Ave Afonso Pena 388,-19.9170975475709,-43.9400840936075
100125900540,Ave Afonso Pena 540,-19.91828969931714,-43.93936034853921
100125900571,Ave Afonso Pena 571,-19.91837199545416,-43.93884247391088
100125900749,Ave Afonso Pena 749,-19.91976719971659,-43.93804403284586
100125900776,Ave Afonso Pena 776,-19.92014376109998,-43.93820354857247
100125900942,Ave Afonso Pena 942,-19.9214590790453,-43.93738862047891
100125900965,Ave Afonso Pena 965,-19.92138945199374,-43.93700187240404
100125901148,Ave Afonso Pena 1148,-19.92301271355319,-43.93641645253253
100125901149,Ave Afonso Pena 1149,-19.92278200195604,-43.93613902399228
100125901162,Ave Afonso Pena 1162,-19.92311560635987,-43.93635232671667
100125901213,Ave Afonso Pena 1213,-19.9234652769335,-43.93571733037617
100125901270,Ave Afonso Pena 1270,-19.92399345247983,-43.93581573500173
100125901271,Ave Afonso Pena 1271,-19.92386668513013,-43.93546891735839
100125901421,Ave Afonso Pena 1421,-19.92496697139197,-43.93477949331727
100125901501,Ave Afonso Pena 1501,-19.9253842206879,-43.934514575193
100125901534,Ave Afonso Pena 1534,-19.92609284358021,-43.93450004209018
100125901734,Ave Afonso Pena 1734,-19.92740720088511,-43.93369403836184
100125901781,Ave Afonso Pena 1781,-19.92779302936458,-43.9330182667933
100125901901,Ave Afonso Pena 1901,-19.92898234349729,-43.93227518401066
100125901908,Ave Afonso Pena 1908,-19.92897117203873,-43.93271685377081
100125902323,Ave Afonso Pena 2323,-19.93196114389592,-43.93042073388988
100125902372,Ave Afonso Pena 2372,-19.932558573124,-43.930486970743
100125902755,Ave Afonso Pena 2755,-19.9352103900918,-43.9284277880731
100125902770,Ave Afonso Pena 2770,-19.93556475098641,-43.9285850256664
100125902981,Ave Afonso Pena 2981,-19.93699398812784,-43.9273116882254
100125903000,Ave Afonso Pena 3000,-19.9371489692609,-43.927634478217
100125903239,Ave Afonso Pena 3239,-19.9393672850039,-43.9258695397128
100125903328,Ave Afonso Pena 3328,-19.9401169787509,-43.92570373225587
100125903577,Ave Afonso Pena 3577,-19.9417782732427,-43.92439715658
100125903629,Ave Afonso Pena 3629,-19.9424047404589,-43.923999917393
100125903678,Ave Afonso Pena 3678,-19.9428037643043,-43.9240321856615
100125903877,Ave Afonso Pena 3877,-19.94423495594313,-43.92287566513478
100125903880,Ave Afonso Pena 3880,-19.9443445420677,-43.9230546748756
100125904114,Ave Afonso Pena 4114,-19.9463132953853,-43.921833925675
100125904171,Ave Afonso Pena 4171,-19.94664059569942,-43.9213762814495
100125904318,Ave Afonso Pena 4318,-19.9478006625787,-43.9209016436641
100130600140,Ave Afonso Vaz De Melo 140,-19.97222037730878,-44.01610364854709
100130600250,Ave Afonso Vaz De Melo 250,-19.9729777168542,-44.0178388103982
100130600640,Ave Afonso Vaz De Melo 640,-19.97457378970473,-44.02189978492357
100130600642,Ave Afonso Vaz De Melo 642,-19.9744716201402,-44.0212282704481
100130600992,Ave Afonso Vaz De Melo 992,-19.9758081382442,-44.0237781098123
100130601256,Ave Afonso Vaz De Melo 1256,-19.9777364336761,-44.0260761540669
100130601535,Ave Afonso Vaz De Melo 1535,-19.979762973467,-44.028103748756
100130601730,Ave Afonso Vaz De Melo 1730,-19.9799754389256,-44.0285060593027
100130601936,Ave Afonso Vaz De Melo 1936,-19.9808983802659,-44.0295682685779
100130602092,Ave Afonso Vaz De Melo 2092,-19.9824349606011,-44.0313302761237
100130602317,Ave Afonso Vaz De Melo 2317,-19.9830895476683,-44.0319165586548
100131900250,Rua Dos Afonsos 250,-19.8908297671415,-43.8939097410676
100131900265,Rua Dos Afonsos 265,-19.8907345231744,-43.8939808948615
100138800013,Rua Urucania 13,-19.9052828149599,-43.9914590912026
100138800071,Rua Urucania 71,-19.9047466788857,-43.9920726315489
100139000216,Rua Eli Seabra Filho 216,-19.9755390925183,-43.9736188840749
100140700205,Rua Agostinho Bretas 205,-19.9006984192183,-43.9690490285354
100140700461,Rua Agostinho Bretas 461,-19.9022703158951,-43.97063405281
100140700563,Rua Agostinho Bretas 563,-19.9035679377768,-43.9715261059198
100142200350,Rua Joaquim Gouveia 350,-19.8682476405937,-43.9251490502699
100142200430,Rua Joaquim Gouveia 430,-19.8669104446249,-43.9255208843051
100142200594,Rua Joaquim Gouveia 594,-19.8654578799682,-43.9254609517524
100145000365,Rua Agripino Grieco 365,-19.8368238385074,-43.9161901052467
100153600046,Rua Manoel Tavares De Abreu 46,-19.8664559136341,-43.9032385379153
100153600230,Rua Manoel Tavares De Abreu 230,-19.8678124914108,-43.9023840885701
100153600231,Rua Manoel Tavares De Abreu 231,-19.8676474955717,-43.9023096800179
100156400229,Rua Aguanil 229,-19.9547838377512,-43.9981722698162
100156400236,Rua Aguanil 236,-19.9548479017697,-43.998140426511
100156400455,Rua Aguanil 455,-19.9537948103161,-43.9960960048382
100157700033,Rua Aguapei 33,-19.9344186954734,-43.9230476264246
100159200097,Rua Aguia 97,-19.9914155420106,-44.0100474370968
100162400160,Ave Agulhas Negras 160,-19.9498738339677,-43.9196933156357
100162400177,Ave Agulhas Negras 177,-19.9504368915156,-43.9185741702971
100162400278,Ave Agulhas Negras 278,-19.950924480627,-43.9180159615157
100162400412,Ave Agulhas Negras 412,-19.9522379119276,-43.9163614451199
100162400481,Ave Agulhas Negras 481,-19.95200260299309,-43.91622400710146
100162400705,Ave Agulhas Negras 705,-19.9534980293906,-43.9156405655436
100164000163,Rua Dos Aimores 163,-19.9314039736821,-43.9260313331761
100164000629,Rua Dos Aimores 629,-19.9303383619274,-43.9303678645675
100165200230,Rua Aiuruoca 230,-19.8682969284518,-43.923704388924
100166500235,Rua Alabastro 235,-19.9104767269219,-43.9207931287199
100166500345,Rua Alabastro 345,-19.9093653872547,-43.9206051162799
100167800145,Rua Alagoas 145,-19.9284739452109,-43.9342300756272
100167800465,Rua Alagoas 465,-19.9310736048484,-43.9349445067369
100167800549,Rua Alagoas 549,-19.9321352537862,-43.9352259352594
100167800751,Rua Alagoas 751,-19.9337833315915,-43.9357220460798
100167801463,Rua Alagoas 1463,-19.9398437115074,-43.9373296661336
100171200022,Pca Deputado Renato Azeredo 22,-19.9569138678597,-43.934014575451
100185400025,Rua Albert Scharle 25,-19.9489417655052,-44.0067207608845
100185400084,Rua Albert Scharle 84,-19.949367193845,-44.00712956404
100186700342,Rua Albita 342,-19.9430855772423,-43.927228062084
100186700646,Rua Albita 646,-19.9449071833814,-43.9277137727024
100187000102,Rua Alcantara 102,-19.9379947279781,-43.9711088012904
100187000206,Rua Alcantara 206,-19.9393323139689,-43.9707413514083
100187000324,Rua Alcantara 324,-19.9405503465208,-43.9704188137736
100192700252,Rua Miguel Gentil 252,-19.9396273251196,-43.9934010469569
100192700321,Rua Miguel Gentil 321,-19.9406578935125,-43.9927719096185
100193000081,Rua Alcides Lobo 81,-19.9299217667747,-43.9942701595562
100196800503,Rua Alcindo Vieira 503,-19.9775079561083,-44.0174323734167
100200600113,Rua Alegrete 113,-19.9007160999606,-43.920799321712
100200600114,Rua Alegrete 114,-19.9007084812831,-43.9207200877613
100200600315,Rua Alegrete 315,-19.8990586073648,-43.92035108759
100213500140,Rua Alexandre Siqueira 140,-19.9496252278464,-43.9812028577887
100217600490,Rua Renato Nascimento 490,-19.8954724179412,-43.9688866617023
100217600570,Rua Renato Nascimento 570,-19.8947653759417,-43.9686527202589
100217600662,Rua Renato Nascimento 662,-19.893783534223,-43.9683210270139
100225100025,Rua Alfredina Amaral 25,-19.9776005254116,-44.0038493224667
100225100116,Rua Alfredina Amaral 116,-19.9791943311845,-44.0029976829992
100225100248,Rua Alfredina Amaral 248,-19.980864131536,-44.00200323629
100226400003,Ave Professor Alfredo Balena 3,-19.9237767779171,-43.9262680151604
100226400004,Ave Professor Alfredo Balena 4,-19.9237266681327,-43.9266333117024
100226400011,Ave Professor Alfredo Balena 11,-19.9238884339867,-43.9264586255085
100226400110,Ave Professor Alfredo Balena 110,-19.9251962761902,-43.929280922655
100226400121,Ave Professor Alfredo Balena 121,-19.9248384667993,-43.9281862521994
100226400127,Ave Professor Alfredo Balena 127,-19.92486667986421,-43.9282413518126
100226400190,Ave Professor Alfredo Balena 190,-19.9253860971822,-43.9296233011215
100226400192,Ave Professor Alfredo Balena 192,-19.9255794746312,-43.9299711978061
100226400586,Ave Professor Alfredo Balena 586,-19.92648522998218,-43.93160540334319
100226400587,Ave Professor Alfredo Balena 587,-19.9266555071479,-43.9314410137882
100226400595,Ave Professor Alfredo Balena 595,-19.9269271192082,-43.9319075292713
100226400600,Ave Professor Alfredo Balena 600,-19.9266642987818,-43.9319265879428
100227700121,Ave Alfredo Camarate 121,-19.8641506847341,-43.9760411155425
100227700420,Ave Alfredo Camarate 420,-19.866963137232,-43.9762443479676
100235200497,Rua Aline 497,-19.9073457279203,-44.0227954105621
100235200818,Rua Aline 818,-19.9104081277658,-44.0224652626033
100235200907,Rua Aline 907,-19.9107790908841,-44.0223911426097
100235201016,Rua Aline 1016,-19.9120447801217,-44.0224820524773
100236500076,Rua Doutor Alipio Goulart 76,-19.9391384769263,-43.9130005959842
100236500153,Rua Doutor Alipio Goulart 153,-19.9399531073947,-43.9127920775313
100236500195,Rua Doutor Alipio Goulart 195,-19.9401398729024,-43.912762803666
100237800927,Rua Alipio De Melo 927,-19.9037760102547,-43.9870995578084
100241200041,Rua Professor Jorge Lage 41,-19.9651472796667,-43.9622854561976
100249400085,Rua Almirante Alexandrino 85,-19.9323891960022,-43.9559890046073
100249400094,Rua Almirante Alexandrino 94,-19.932327547524,-43.9560923111842
100249400192,Rua Almirante Alexandrino 192,-19.9333613586581,-43.9563771245835
100249400520,Rua Almirante Alexandrino 520,-19.9362572853476,-43.9571641399343
100249400720,Rua Almirante Alexandrino 720,-19.9381718145563,-43.9576831084988
100255400326,Ave Alphonsus De Guimaraes 326,-19.91549969197611,-43.90634993727438
100267000351,Rua Alvarenga 351,-19.9181371960035,-44.0000014487492
100271500060,Rua Alvares De Azevedo 60,-19.8235570014847,-43.970877440217
100271500066,Rua Alvares De Azevedo 66,-19.8233664117688,-43.9704185504743
100273000400,Ave Alvares Cabral 400,-19.92631264156806,-43.93876798335
100273000594,Ave Alvares Cabral 594,-19.92723873722822,-43.94042555269205
100273000999,Ave Alvares Cabral 999,-19.9292593517037,-43.9435582518357
100273001030,Ave Alvares Cabral 1030,-19.9291852238395,-43.94390932939237
100273001119,Ave Alvares Cabral 1119,-19.92979621955094,-43.9445194181388
100273001342,Ave Alvares Cabral 1342,-19.93062300238802,-43.94648842378218
100273001365,Ave Alvares Cabral 1365,-19.93098630028547,-43.94665226125934
100273001881,Ave Alvares Cabral 1881,-19.93377208895425,-43.9516379762773
100273001890,Ave Alvares Cabral 1890,-19.93366702803535,-43.9519175658096
100275600145,Rua Alvares Maciel 145,-19.92473100794632,-43.92127268351874
100275600341,Rua Alvares Maciel 341,-19.92437155699464,-43.92277460530212
100275600605,Rua Alvares Maciel 605,-19.92370130931138,-43.92549301423636
100280300352,Rua Alvaro Camargos Sobrinho 352,-19.8400595686527,-43.9316308986283
100280300460,Rua Alvaro Camargos Sobrinho 460,-19.839057966167,-43.9318420379049
100284400523,Rua Alvaro Mata 523,-19.884182706004,-43.9585644523393
100286000106,Ave Brigadeiro Eduardo Gomes 106,-19.9127358178824,-44.0025434552782
100286000190,Ave Brigadeiro Eduardo Gomes 190,-19.9145143614113,-44.0024056247324
100286000427,Ave Brigadeiro Eduardo Gomes 427,-19.9108132647692,-44.0018956629786
100286000430,Ave Brigadeiro Eduardo Gomes 430,-19.9106665021341,-44.0017789828554
100286000620,Ave Brigadeiro Eduardo Gomes 620,-19.9095108055212,-44.0021286196179
100286000645,Ave Brigadeiro Eduardo Gomes 645,-19.9091190461869,-44.0023756376316
100286000776,Ave Brigadeiro Eduardo Gomes 776,-19.9082470843867,-44.0025344317174
100286000853,Ave Brigadeiro Eduardo Gomes 853,-19.90746584526,-44.0031937143185
100286000940,Ave Brigadeiro Eduardo Gomes 940,-19.9070429032273,-44.0033264760168
100286001163,Ave Brigadeiro Eduardo Gomes 1163,-19.9057882204082,-44.005800817774
100286001236,Ave Brigadeiro Eduardo Gomes 1236,-19.905426019931,-44.0057922854271
100286001325,Ave Brigadeiro Eduardo Gomes 1325,-19.9040067799469,-44.0062784122033
100286001485,Ave Brigadeiro Eduardo Gomes 1485,-19.9023074890071,-44.0065485692991
100286001494,Ave Brigadeiro Eduardo Gomes 1494,-19.902260031581,-44.0063832203547
100286001864,Ave Brigadeiro Eduardo Gomes 1864,-19.8998737392012,-44.0074122213721
100286001905,Ave Brigadeiro Eduardo Gomes 1905,-19.8986383910276,-44.0088749689238
100286001963,Ave Brigadeiro Eduardo Gomes 1963,-19.897665429741,-44.0101917246074
100286002076,Ave Brigadeiro Eduardo Gomes 2076,-19.8985051462702,-44.008864621862
100286002220,Ave Brigadeiro Eduardo Gomes 2220,-19.8972188669319,-44.0101402424328
100286002371,Ave Brigadeiro Eduardo Gomes 2371,-19.8958093950456,-44.0103383324326
100286002400,Ave Brigadeiro Eduardo Gomes 2400,-19.8959909092491,-44.0102057632494
100287200570,Rua Alvaro Da Silveira 570,-19.9731565116801,-44.0219563222972
100287200878,Rua Alvaro Da Silveira 878,-19.9750222338969,-44.0246691869956
100295800122,Rua Alvinopolis 122,-19.913320056692,-43.9120767738193
100303700270,Rua Amando Couto 270,-19.8425870996872,-43.9509626543923
100305200160,Rua Amapa 160,-19.9377204664533,-43.9193879613105
100313800047,Rua Igino Bonfioli 47,-19.8556803316835,-43.9494100461888
100313800118,Rua Igino Bonfioli 118,-19.8552057785065,-43.9499469097118
100313800225,Rua Igino Bonfioli 225,-19.8547790464868,-43.9507488445076
100313800322,Rua Igino Bonfioli 322,-19.8541903634818,-43.9514692334926
100314000060,Ave Amazonas 60,-19.91757974251126,-43.93599765872853
100314000144,Ave Amazonas 144,-19.9178604890972,-43.9365088463059
100314000265,Ave Amazonas 265,-19.91855209107693,-43.93737775962445
100314000270,Ave Amazonas 270,-19.91840542165792,-43.93760086003609
100314000281,Ave Amazonas 281,-19.91865319726749,-43.93755888877001
100314000298,Ave Amazonas 298,-19.9185608020996,-43.9378785435393
100314000303,Ave Amazonas 303,-19.9187649207254,-43.9377583335268
100314000322,Ave Amazonas 322,-19.91867245672193,-43.93807541797697
100314000471,Ave Amazonas 471,-19.91957187846217,-43.93921412954635
100314000478,Ave Amazonas 478,-19.91937746821044,-43.9393260573458
100314000491,Ave Amazonas 491,-19.91975609913737,-43.93954489020717
100314000510,Ave Amazonas 510,-19.91945977989616,-43.9394771245709
100314000641,Ave Amazonas 641,-19.92038397479853,-43.94068055443599
100314000686,Ave Amazonas 686,-19.92019870822188,-43.94082595363335
100314000687,Ave Amazonas 687,-19.92055637868525,-43.94098474241211
100314000709,Ave Amazonas 709,-19.9206792347744,-43.941202658563
100314000760,Ave Amazonas 760,-19.92051812575031,-43.94138892775175
100314000856,Ave Amazonas 856,-19.92108214576816,-43.94240933391686
100314000885,Ave Amazonas 885,-19.9213312325795,-43.94237490792178
100314000927,Ave Amazonas 927,-19.92163044922516,-43.94292999838164
100314001445,Ave Amazonas 1445,-19.92404862396592,-43.94723592679344
100314001476,Ave Amazonas 1476,-19.92383751760191,-43.94735206715932
100314001518,Ave Amazonas 1518,-19.92406558941248,-43.94775115355061
100314001580,Ave Amazonas 1580,-19.92436896314925,-43.94829381652636
100314001695,Ave Amazonas 1695,-19.9250573520471,-43.94905214928188
100314001886,Ave Amazonas 1886,-19.92573811763617,-43.95073861831896
100314001887,Ave Amazonas 1887,-19.92595099647964,-43.95064683197246
100314002049,Ave Amazonas 2049,-19.92671542289017,-43.95201241739515
100314002054,Ave Amazonas 2054,-19.92656026276991,-43.9522084392917
100314002111,Ave Amazonas 2111,-19.92700970034184,-43.9525315591281
100314002264,Ave Amazonas 2264,-19.92752617452143,-43.95394293501403
100314002340,Ave Amazonas 2340,-19.92784673618361,-43.95450748368213
100314002431,Ave Amazonas 2431,-19.9284564427832,-43.95508866911212
100314002481,Ave Amazonas 2481,-19.9287767782144,-43.95564605927242
100314002532,Ave Amazonas 2532,-19.92876440817332,-43.95617047692878
100314002536,Ave Amazonas 2536,-19.92905681417608,-43.95671142938058
100314002585,Ave Amazonas 2585,-19.9292222255698,-43.9564681257979
100314002771,Ave Amazonas 2771,-19.92981511618524,-43.95827297531784
100314002863,Ave Amazonas 2863,-19.92998015890498,-43.9590529587819
100314002886,Ave Amazonas 2886,-19.92977992039188,-43.95929819153211
100314003045,Ave Amazonas 3045,-19.93029965949842,-43.96059694892534
100314003060,Ave Amazonas 3060,-19.93010908693945,-43.9608267346737
100314003096,Ave Amazonas 3096,-19.93018477094843,-43.9611763105597
100314003155,Ave Amazonas 3155,-19.93060348964685,-43.96193543834514
100314003200,Ave Amazonas 3200,-19.93038568679039,-43.96215985930687
100314003203,Ave Amazonas 3203,-19.93065442935685,-43.96225670548648
100314003246,Ave Amazonas 3246,-19.93051729697077,-43.96280325008797
100314003311,Ave Amazonas 3311,-19.93092487783263,-43.96354392113846
100314003403,Ave Amazonas 3403,-19.93108565798422,-43.96432509077877
100314003410,Ave Amazonas 3410,-19.93087128574848,-43.96451853076382
100314003475,Ave Amazonas 3475,-19.93123511217238,-43.96507041132979
100314003481,Ave Amazonas 3481,-19.9313234499578,-43.9651349955375
