route_id,route_short_name,route_long_name,shape_id,initial_stop_id,final_stop_id
328   02,328,Estacao Barreiro / Cardoso B (Partidas-R. Lucas C.Santos),328-02I,113029200135,100130600640
635   02,635,Estacao Vilarinho / Jardim Dos Comerciarios C (Principal),635-02I,110998800036,110998800036
636   02,636,Estacao Vilarinho / Jardim Europa (Principal),636-02I,110998800036,110998800036
8001A 04,8001A,Santa Ines/Bh Shopping (Retorno Av.Senhora Do Carmo),8001A-04I,107029302103,107029302103
5502C 07,5502C,Pousada Santo Antonio (Atendimento Ao Bairro Vitoria-Via Pousada (Tarde)),5502C-07I,108970900519,130340600455
9412  13,9412,Conj.Taquaril/Padre Eustaquio (Noturno),9412-13I,112884500155,105567300150
5102  09,5102,Ufmg/Santo Antonio (Nao Atendimento Ao Centro Pedagogico),5102-09I,110428806631,106287800604
8103  04,8103,Nova Floresta/Santa Lucia (Santa Lucia/Centro (Retorno Na R.Dos Tamoios)),8103-04V,104038900495,104038900495
3055  05,3055,Estacao Barreiro/Savassi Via Bhshopping (Direta Savassi/Estacao-Manha),3055-05I,100980200007,106799800554
507   01,507,Ouro Preto / Shopping Del Rey (Principal),507-01I,108064400267,103538100075
710   01,710,Estacao Sao Gabriel / Providencia (Principal),710-01I,101865205600,101865205600
735   01,735,Estacao Vilarinho/Juliana A (Principal),735-01I,110998800036,110998800036
1505R 01,1505R,Conjunto Felicidade / Centro (Principal),1505R-01I,103409900495,103409900495
1170  01,1170,Santa Lucia/Mangabeiras (Principal),1170-01V,100770600050,104038900525
2104  02,2104,Nova Gameleira/Bh Shopping (Desvio Feira Da Av.Afonso Pena),2104-02V,500000200525,103649800057
8106  01,8106,Santa Cruz/Bh Shopping Via Belvedere (Principal),8106-01V,101438700550,105119300250
2104  04,2104,Nova Gameleira/Bh Shopping (Via Izabella Hendrix),2104-04I,103649800057,500000200525
342   01,342,Estacao Barreiro / Solar Via Estacao Diamante (Principal),342-01I,100980200007,100130600640
342   02,342,Estacao Barreiro / Solar Via Estacao Diamante (Noturno Via Brasil Industrial),342-02I,100980200007,100130600640
342   04,342,Estacao Barreiro / Solar Via Estacao Diamante (Atendimento Ao Bairro Solar),342-04I,100980200007,100130600640
6350  01,6350,Est.Vilarinho/Est.Barreiro Via Anel Rodoviario (Principal),6350-01I,110998800036,100130600640
8203  08,8203,Renascenca/Buritis (Atend.A Av.Dep.Crist.Chiaradia/Borborema/Buritis 2),8203-08I,101125000871,109113003015
6031  01,6031,Cidade Administrativa/Centro (Principal),6031-01I,108550603755,105223000304
9250  06,9250,Caetano Furquim/Nova Cintra Via Savassi (Partidas Da Av. Santa Albertina),9250-06I,111617000759,109572400071
614   06,614,Estacao Pampulha / Ceu Azul A (Ceu Azul/Estacao Pampulha),614-06V,105481603700,110242800056
739   05,739,Est.Vilarinho/Jaqueline segundaSecao Via Frei Leopoldo (Partidas Da Estacao Vilarinho),739-05I,110998800036,110998800036
2152  01,2152,Salgado Filho/Cruzeiro (Principal),2152-01I,104251700205,101115900075
838   01,838,Estacao Sao Gabriel/Palmares Via Maria Virginia (Principal),838-01I,111708500060,111708500060
9205  07,9205,Nova Vista/Nova Cintra (Desvio Feira Av. Afonso Pena),9205-07V,105344800592,100510500055
9205  08,9205,Nova Vista/Nova Cintra (Atendimento-Patrocinio-Desvio Feira Af. Pena),9205-08V,109049700450,700002600262
6018  01,6018,Rio Branco Via Jardim Leblon / Centro (Principal),6018-01I,111409000060,101137600487
503   02,503,Estacao Sao Gabriel / Aparecida / Santa Rosa (Partidas Da Est.Sao Gabriel),503-02I,101865205600,101865205600
822   06,822,Estacao Jose Candido/Vila Maria (Via Av. Magenta E Goiania),822-06I,103261701820,103261701820
826   01,826,Montes Claros / Rua Sao Romulo (Principal),826-01I,131015500085,131015500085
7015  02,7015,Monte Azul/Centro (Monte Azul / Rua Dos Caetes),7015-02I,110478200068,101137600375
83P   01,83P,Estacao Sao Gabriel / Centro - Paradora (Principal),83P-01I,101865205600,101865205600
8151  03,8151,Est. Sao Gabriel/Bh Shopping Via Anel Rodoviario (Bh Shopping / Estacao Sao Gabriel),8151-03I,101438700550,101865205600
8151  02,8151,Est. Sao Gabriel/Bh Shopping Via Anel Rodoviario (Partidas Da Estacao Sao Gabriel),8151-02I,101865205600,101438700550
618   02,618,Estacao Pampulha/Rio Branco Via Jardim Leblon (Noturno),618-02I,105481603700,105481603700
616   02,616,Estacao Pampulha / Ceu Azul C (Noturno),616-02I,105481603700,105481603700
619   02,619,Estacao Pampulha/Santa Monica Via Santa Branca (Noturno),619-02I,105481603700,105289203700
619   03,619,Estacao Pampulha/Santa Monica Via Santa Branca (Via R. Visconde De Taunay),619-03I,102929300284,102929300284
406   01,406,Est.Ponto Sao Jose/Pindorama V. N.Sra. Da Gloria (Principal),406-01I,103536600140,103536600140
5550  01,5550,Estacao Pampulha / Estacao Ponto Sao Jose (Principal),5550-01V,103536600140,105481603700
63    05,63,Estacao Venda Nova/Lagoinha (Centro Via Est.Vilarinho),63-05I,107042600140,101153700105
5106  03,5106,Bandeirantes / Bh Shopping (Desvio Feira-Av.Afonso Pena),5106-03V,101438700550,108713600210
5201  09,5201,Dona Clara/Buritis (Noturno),5201-09I,111611400028,108972400279
634   04,634,Est. Vilarinho/Nova York Via Jd.Dos Comerciarios (Atendimento A Antena),634-04I,110659900332,110659900332
64    01,64,Estacao Venda Nova/Assembleia Via Carlos Luz (Principal),64-01I,107042600140,101153700105
638   01,638,Estacao Vilarinho/Minas Caixa (Principal),638-01I,110998800036,110998800036
4102  04,4102,Aparecida/Serra (Aparecida/Centro Desvio Feira Av.Afonso Pena),4102-04I,104262003126,104262003126
8205  05,8205,Maria Goretti/Nova Granada (Via Bairro Sao Paulo),8205-05V,102922400045,110042200043
1505  01,1505,Alto Dos Pinheiros/Tupi (Principal),1505-01I,101067600793,102970300027
308   01,308,Estacao Barreiro / Tirol (Principal),308-01I,100980200007,100130600640
4108  04,4108,Pedro Ii/Mangabeiras (Via Rua Vila Rica),4108-04I,103536600140,103536600140
4403C 01,4403C,Residencial Sarandi (Principal),4403C-01I,110353400220,110353400220
2104  01,2104,Nova Gameleira/Bh Shopping (Principal),2104-01V,500000200525,103649800057
2101  01,2101,Grajau/Sion (Principal),2101-01V,107792000273,106588902151
30    02,30,Estacao Diamante/Centro (Paradora),30-02I,130311900120,130312000050
30    03,30,Estacao Diamante/Centro (Paradora Via R.Dos Caetes),30-03I,130311900120,130312000050
30    08,30,Estacao Diamante/Centro (Zoologico),30-08V,105056608000,130312000050
5503A 04,5503A,Goiania A (Via Vila S. Jorge E Est.Jose Candido),5503A-04I,109588100160,109588100160
8208  01,8208,Santa Cruz / Uni-Estoril (Principal),8208-01I,103897200036,107565000281
101   01,101,Aglomerado Santa Lucia (Principal),101-01I,111652000342,111652000342
3503A 02,3503A,Santa Terezinha/Sao Gabriel (Noturno),3503A-02I,111797000194,112146800351
4403A 01,4403A,Zoologico Via Serrano (Principal),4403A-01I,104147000164,104147000164
8001A 01,8001A,Santa Ines/Bh Shopping (Principal),8001A-01V,101438700550,700000800001
SE02  01,SE02,Buritis/Savassi (Principal),SE02-01I,109113003015,109113003015
2033  01,2033,Betania / Centro (Principal),2033-01I,130828600055,130828600055
616   01,616,Estacao Pampulha / Ceu Azul C (Principal),616-01I,600000200285,600000200285
619   01,619,Estacao Pampulha/Santa Monica Via Santa Branca (Principal),619-01I,102929300284,102929300284
620   01,620,Estacao Pampulha / Santa Monica Via Santa Amelia (Principal),620-01I,106893400065,106893400065
813   01,813,Estacao Sao Gabriel/Paulo VI Via Ribeiro De Abreu (Principal),813-01I,101865205600,101865205600
5250  01,5250,Estacao Pampulha / Betania (Principal),5250-01V,130828600055,105481603700
624   02,624,Estacao Venda Nova / Maria Helena A (Noturno),624-02I,107042600140,101153700105
9202  03,9202,Pompeia/Jardim America (Principal),9202-03I,100053300023,100053300023
4032  02,4032,Caicara /Savassi/ Pca. Da Liberdade (Desvio Feira Da Av. Afonso Pena),4032-02I,103538100125,103538100125
3052  04,3052,Estacao Diamante/Bh Shopping-Via Havai (Via Parque Das Mangabeiras),3052-04I,130311900120,130312000050
9550  02,9550,Casa Branca/Sao Francisco Via Est. Jose Candido (Atendimento A Ufmg),9550-02V,110428800175,111617000759
205   01,205,Metro Calafate/Buritis (Principal),205-01I,103226701049,103226701049
3054  01,3054,Milionarios/Centro (Principal),3054-01I,101871200470,101871200470
327   02,327,Estacao Barreiro / Cardoso A (Via Clube Da Copasa),327-02I,100980200007,100130600640
3053  01,3053,Estacao Barreiro/B.Preto (Principal),3053-01I,100980200007,100130600640
9412  11,9412,Conj.Taquaril/Padre Eustaquio (Principal),9412-11I,112884500155,105567300150
9403  03,9403,Paraiso/Caicara (Atendimento A Rua Aureliano Magalhaes),9403-03V,112769400211,102004300211
809   01,809,Estacao Sao Gabriel / Belmonte (Principal),809-01I,101865205600,101865205600
3050  15,3050,Estacao Diamante/Hospitais Via Bh Shopping (Direta Do Anel/Savassi- Tarde),3050-15I,101032003993,130312000050
8350  07,8350,Estacao Sao Gabriel/Estacao Barreiro (Direta-Amazonas/Shop-Del Rey),8350-07V,100980200007,101865205600
637   04,637,Estacao Vilarinho / Canaa Via Serra Verde (Est.Vilarinho/Canaa Via Mg-010),637-04I,110998800036,110998800036
32    07,32,Estacao Barreiro/Centro-Tamoios (Santo Agostinho - Direta),32-07I,100980200007,100980200007
9101  03,9101,Alto Vera Cruz/Sao Bento (Alto Santa Lucia),9101-03V,107902700390,102813300090
9204  05,9204,Santa Efigenia/Estoril (Santa Efigenia / Centro),9204-05I,104539501901,104539502041
535   01,535,Trevo Via Braunas / Shopping Del Rey (Principal),535-01I,600001100057,103538100075
8550  01,8550,Est. Sao Gabriel / Zoologico Via Est. Pampulha (Principal),8550-01I,101865205600,101865205600
65    01,65,Estacao Vilarinho/Centro Via Antonio Carlos-Direta (Principal),65-01I,110998800036,110998800036
1510  01,1510,Madre Gertrudes/Providencia (Principal),1510-01V,105151500085,105344801285
3501B 01,3501B,Ouro Preto 3a Gleba/Bairro Ipe Via Jd. Montanhes (Principal),3501B-01V,109007800166,109441600342
4802A 03,4802A,Pindorama/Boa Vista (Atendimento Ao Jardim Filadelfia),4802A-03V,104830900830,106534300002
607   01,607,Estacao Vilarinho / Esplendor (Principal),607-01I,600053900232,600053900232
102   01,102,Nossa Senhora De Fatima/Hospital Evangelico (Principal),102-01I,130167900001,130167900001
330   03,330,Estacao Barreiro / Independencia (Via Bairro Mineirao),330-03I,100980200007,100130600640
336   01,336,Hospital Eduardo De Menezes / Vila Bernadete (Principal),336-01I,112658802213,112658802213
336   02,336,Hospital Eduardo De Menezes / Vila Bernadete (Via Esc. M. B.Trindade-Manha),336-02I,112658802213,112658802213
8203  07,8203,Renascenca/Buritis (Via R. Borborema),8203-07V,109113003015,101125000871
3055  04,3055,Estacao Barreiro/Savassi Via Bhshopping (Direta Estacao/Savassi-Tarde),3055-04I,100980200007,100130600640
208   01,208,Estacao Barreiro/Betania Via Novo Das Industrias (Principal),208-01I,100980200007,100130600640
618   04,618,Estacao Pampulha/Rio Branco Via Jardim Leblon (Partidas Da Estacao Pampulha),618-04I,105481603700,105289203700
619   04,619,Estacao Pampulha/Santa Monica Via Santa Branca (Santa Monica/Estacao Pampulha),619-04I,102929300284,105289203700
642   04,642,Est. Venda Nova/Est. Vilarinho/Cid.Administrativa (Partidas Da Estacao Venda Nova),642-04I,107042600140,101153700105
718   02,718,Estacao Pampulha / Planalto (Planalto/Estacao Pampulha),718-02I,106811100039,105289203700
63    09,63,Estacao Venda Nova/Lagoinha (Via Estacao Vilarinho),63-09I,107042600140,101153700105
8401  07,8401,Cachoeirinha/Sao Jose (Desvio Feira Av. Afonso Pena),8401-07I,102694800630,102694800630
8103  08,8103,Nova Floresta/Santa Lucia (Desvio Feira Av.Afonso Pena),8103-08V,104038900495,103013200572
9414  07,9414,Santa Ines/Joao Pinheiro (Atendimento California-Desvio Feira Av. Af. Pena),9414-07V,108307500226,700037500555
9502  08,9502,Sao Geraldo/Sao Francisco Via Esplanada (Desvio Feira Av. Afonso Pena),9502-08I,103544101023,106161701503
6034  01,6034,Nova York Via Jd. Dos Comerciarios / Centro (Principal),6034-01I,110659900332,101137600487
4403A 08,4403A,Zoologico Via Serrano (Via Centro Saude Confisco),4403A-08I,104147000164,104147000164
740   01,740,Tupi / Mirante (Principal),740-01I,130435400021,130435400021
643   03,643,Estacao Pampulha / Copacabana Via Monte Carmelo (Copacabana/Est.Pampulha),643-03I,107096101016,105289203700
636   10,636,Estacao Vilarinho / Jardim Europa (Estacao Vilarinho/Rua B.Aniceto),636-10I,110998800036,105624400469
6030  02,6030,Cidade Administrativa/Savassi Via Hospitais (Via Andradas),6030-02I,108550603755,101873800336
51    05,51,Estacao Pampulha / Centro / Hospitais (Direta Tarde),51-05I,105481603700,105481603700
715   04,715,Estacao Sao Gabriel / Monte Azul (Via Centro Saude Mg-020),715-04I,101865205600,101865205600
614   04,614,Estacao Pampulha / Ceu Azul A (Partidas-Rua Jose Rocha Paixao),614-04I,101159300008,101159300008
618   03,618,Estacao Pampulha/Rio Branco Via Jardim Leblon (Partidas Do Jardim Leblon),618-03I,101481201300,101481201300
808   07,808,Estacao Sao Gabriel / Paulo VI (Via Parque Real),808-07I,101865205600,101865205600
4405  03,4405,Coqueiros (Rua Eneida/Retorno Augusto De Lima),4405-03I,109503000015,109503000015
4405  05,4405,Coqueiros (Atend. Hospitais E Rua Eneida),4405-05I,109503000015,109503000015
9201  06,9201,Baleia/Nova Granada (Unidade Antonio Mourao Guimaraes),9201-06V,106588902379,130020800005
8102  04,8102,Uniao/Carmo Sion (Desvio Feira Av.Afonso Pena),8102-04V,112814900041,103721700111
8108  02,8108,Cidade Nova/Savassi (Desvio Feira Av. Afonso Pena),8108-02I,104459400107,104459400107
9105  01,9105,Nova Vista/Sion (Principal),9105-01I,700000100270,108050200209
5201  10,5201,Dona Clara/Buritis (Partidas Est. Sao Francisco),5201-10I,106161701504,108972400279
402   06,402,Metro Cid.Industrial/Camargos (Via Rua Silex-Sab E Dom),402-06I,130063100003,130063100003
4405  06,4405,Coqueiros (Atendimento Noturno),4405-06I,109503000015,109503000015
642   01,642,Est. Venda Nova/Est. Vilarinho/Cid.Administrativa (Principal),642-01I,108550603755,108550603755
8207  01,8207,Maria Goretti/Estrela Dalva (Principal),8207-01I,107470400140,102471200430
9411  01,9411,Casa Branca/Sao Jose (Principal),9411-01V,108025300178,111617000760
8150  01,8150,Uniao/Serra (Principal),8150-01V,101299000890,106583500120
4106  01,4106,Sao Cristovao/Santo Antonio (Principal),4106-01I,105225600340,105225600340
4108  01,4108,Pedro Ii/Mangabeiras (Principal),4108-01I,103536600140,103536600140
5102  01,5102,Ufmg/Santo Antonio (Principal),5102-01V,106287800604,110428800190
9410  01,9410,Sagrada Familia/Coracao Eucaristico (Principal),9410-01I,102346001085,106112500200
9801  01,9801,Saudade/Santa Cruz (Principal),9801-01V,101772200359,102321501410
304   01,304,Estacao Diamante / Jatoba Iv (Principal),304-01I,130311900120,130312000050
2101  02,2101,Grajau/Sion (Desvio Feira Da Av. Afonso Pena),2101-02I,106588902151,107792000273
4113  03,4113,Bom Jesus/Belvedere (Atendimento A Fundacao Torino),4113-03I,106479800015,113006201100
4410  01,4410,Celso Machado Via Saramenha/Urca (Principal),4410-01I,107104000671,107104000671
