route_stop_id,route_id,stop_id,stop_sequence
5008,308   02,108184900143,26
5009,308   02,108184900020,27
5010,308   02,106586300310,28
5011,308   02,106586300221,29
5012,308   02,106586300333,30
5013,308   02,108184900235,31
5014,308   02,108184900093,32
5015,308   02,108184900268,33
5016,308   02,108184900179,34
5017,308   02,105733500219,35
5018,308   02,105733500075,36
5019,308   02,107210300077,37
5020,308   02,100130602317,38
5021,308   02,100130601535,39
5022,308   02,106611601281,40
5023,308   02,106611601053,41
5024,308   02,106611600773,42
5025,308   02,106611600485,43
5026,308   02,107328900281,44
5027,308   02,100130600250,45
5028,308   02,100130600640,46
5029,309   01,130311900120,1
5030,309   01,111890404996,2
5031,309   01,111890405010,3
5032,309   01,111890405210,4
5033,309   01,101486600830,5
5034,309   01,101486600824,6
5035,309   01,101486600970,7
5036,309   01,101486601830,8
5037,309   01,101486601986,9
5038,309   01,101486602260,10
5039,309   01,101486602520,11
5040,309   01,101486602700,12
5041,309   01,112513800191,13
5042,309   01,112505200351,14
5043,309   01,112505200155,15
5044,309   01,112505200075,16
5045,309   01,107857200617,17
5046,309   01,107857200433,18
5047,309   01,107856000351,19
5048,309   01,107856000185,20
5049,309   01,104710400498,21
5050,309   01,109348200066,22
5051,309   01,109360200066,23
5052,309   01,109356800025,24
5053,309   01,109374400123,25
5054,309   01,109374400235,26
5055,309   01,110378000491,27
5056,309   01,104710400509,28
5057,309   01,107856000028,29
5058,309   01,107856000160,30
5059,309   01,107856000296,31
5060,309   01,107857200428,32
5061,309   01,107857200604,33
5062,309   01,112505200030,34
5063,309   01,112505200124,35
5064,309   01,112505200350,36
5065,309   01,112513800196,37
5066,309   01,101486602585,38
5067,309   01,101486602429,39
5068,309   01,101486602215,40
5069,309   01,101486601923,41
5070,309   01,101486601837,42
5071,309   01,101486600993,43
5072,309   01,101486600819,44
5073,309   01,101486600249,45
5074,309   01,111890405213,46
5075,309   01,111890405123,47
5076,309   01,111890404997,48
5077,309   01,111890404644,49
5078,309   01,130311900120,50
5079,310   01,130311900120,1
5080,310   01,111890404653,2
5081,310   01,111890404996,3
5082,310   01,111890405010,4
5083,310   01,111890405210,5
5084,310   01,101486600830,6
5085,310   01,101486600824,7
5086,310   01,101486600970,8
5087,310   01,101486601830,9
5088,310   01,101486601986,10
5089,310   01,101486602260,11
5090,310   01,101486602520,12
5091,310   01,101486602700,13
5092,310   01,101486603960,14
5093,310   01,101486604195,15
5094,310   01,101486600657,16
5095,310   01,101486600015,17
5096,310   01,104294900114,18
5097,310   01,112189000094,19
5098,310   01,112189000194,20
5099,310   01,112193400248,21
5100,310   01,112194700060,22
5101,310   01,112194700230,23
5102,310   01,112193400237,24
5103,310   01,112193400255,25
5104,310   01,112189000271,26
5105,310   01,112189000109,27
5106,310   01,104294900115,28
5107,310   01,101486600171,29
5108,310   01,101486604005,30
5109,310   01,101486603875,31
5110,310   01,101486602585,32
5111,310   01,101486602429,33
5112,310   01,101486602215,34
5113,310   01,101486601923,35
5114,310   01,101486601837,36
5115,310   01,101486600993,37
5116,310   01,101486600819,38
5117,310   01,101486600249,39
5118,310   01,111890405213,40
5119,310   01,111890405123,41
5120,310   01,111890404997,42
5121,310   01,111890404701,43
5122,310   01,111890404644,44
5123,310   01,130312000050,45
5124,311   01,130311900120,1
5125,311   01,111890404996,2
5126,311   01,111890405010,3
5127,311   01,111890405210,4
5128,311   01,101486600830,5
5129,311   01,101486600824,6
5130,311   01,101486600970,7
5131,311   01,101486601830,8
5132,311   01,101486601986,9
5133,311   01,101486602260,10
5134,311   01,101486602520,11
5135,311   01,101486602700,12
5136,311   01,101486603960,13
5137,311   01,101486604195,14
5138,311   01,101486600657,15
5139,311   01,101486600015,16
5140,311   01,104294900114,17
5141,311   01,109308900108,18
5142,311   01,109308900216,19
5143,311   01,109316400124,20
5144,311   01,400000101149,21
5145,311   01,400000101041,22
5146,311   01,400000100875,23
5147,311   01,400000100715,24
5148,311   01,400000100365,25
5149,311   01,400000100095,26
5150,311   01,400018000738,27
5151,311   01,400018000054,28
5152,311   01,400048300486,29
5153,311   01,400000100618,30
5154,311   01,400000100714,31
5155,311   01,400000100894,32
5156,311   01,400000101206,33
5157,311   01,109336600179,34
5158,311   01,109304800201,35
5159,311   01,104294900115,36
5160,311   01,101486600171,37
5161,311   01,101486604005,38
5162,311   01,101486603875,39
5163,311   01,101486602585,40
5164,311   01,101486602429,41
5165,311   01,101486602215,42
5166,311   01,101486601923,43
5167,311   01,101486601837,44
5168,311   01,101486600993,45
5169,311   01,101486600819,46
5170,311   01,101486600249,47
5171,311   01,111890405213,48
5172,311   01,111890405123,49
5173,311   01,111890404997,50
5174,311   01,111890404701,51
5175,311   01,111890404644,52
5176,311   01,130312000050,53
5177,311   02,130311900120,1
5178,311   02,111890404653,2
5179,311   02,111890404996,3
5180,311   02,111890405010,4
5181,311   02,111890405210,5
5182,311   02,101486600830,6
5183,311   02,101486600824,7
5184,311   02,101486600970,8
5185,311   02,101486601830,9
5186,311   02,101486601986,10
5187,311   02,101486602260,11
5188,311   02,101486602520,12
5189,311   02,101486602700,13
5190,311   02,112513800191,14
5191,311   02,112505200351,15
5192,311   02,112505200155,16
5193,311   02,112505200075,17
5194,311   02,107857200617,18
5195,311   02,107857200433,19
5196,311   02,107856000351,20
5197,311   02,107856000185,21
5198,311   02,104710400498,22
5199,311   02,109348200066,23
5200,311   02,109360200066,24
5201,311   02,109370300180,25
5202,311   02,104294900114,26
5203,311   02,112189000094,27
5204,311   02,112189000194,28
5205,311   02,112190600170,29
5206,311   02,112194700060,30
5207,311   02,112194700230,31
5208,311   02,112193400237,32
5209,311   02,112193400255,33
5210,311   02,112189000271,34
5211,311   02,112189000109,35
5212,311   02,104294900042,36
5213,311   02,110210000505,37
5214,311   02,110210000765,38
5215,311   02,112521300226,39
5216,311   02,112521300376,40
5217,311   02,112521300490,41
5218,311   02,102147800105,42
5219,311   02,109336600020,43
5220,311   02,109336600122,44
5221,311   02,109336600070,45
5222,311   02,109336600178,46
5223,311   02,400000101149,47
5224,311   02,400000101041,48
5225,311   02,400000100875,49
5226,311   02,400000100715,50
5227,311   02,400000100489,51
5228,311   02,400000100263,52
5229,311   02,400000100095,53
5230,311   02,400018000738,54
5231,311   02,400018000054,55
5232,311   02,400048300486,56
5233,311   02,400000100618,57
5234,311   02,400000100714,58
5235,311   02,400000100894,59
5236,311   02,400000101206,60
5237,311   02,109336600179,61
5238,311   02,109304800201,62
5239,311   02,109304800045,63
5240,311   02,104294900115,64
5241,311   02,101486600171,65
5242,311   02,101486604005,66
5243,311   02,101486603875,67
5244,311   02,101486602585,68
5245,311   02,101486602429,69
5246,311   02,101486602215,70
5247,311   02,101486601923,71
5248,311   02,101486601837,72
5249,311   02,101486600993,73
5250,311   02,101486600819,74
5251,311   02,101486600249,75
5252,311   02,111890405213,76
5253,311   02,111890405123,77
5254,311   02,111890404997,78
5255,311   02,111890404701,79
5256,311   02,111890404644,80
5257,311   02,130312000050,81
5258,311   03,100980200007,1
5259,311   03,106751210105,2
5260,311   03,100287200570,3
5261,311   03,100287200878,4
5262,311   03,106860300107,5
5263,311   03,106751210499,6
5264,311   03,108176300072,7
5265,311   03,108176300232,8
5266,311   03,108176300053,9
5267,311   03,108176300199,10
5268,311   03,108176300313,11
5269,311   03,107210302514,12
5270,311   03,107235900124,13
5271,311   03,107235900270,14
5272,311   03,101486600116,15
5273,311   03,101486600412,16
5274,311   03,101486600132,17
5275,311   03,101486600830,18
5276,311   03,101486600824,19
5277,311   03,101486600970,20
5278,311   03,101486601830,21
5279,311   03,101486601986,22
5280,311   03,101486602260,23
5281,311   03,101486602520,24
5282,311   03,101486602700,25
5283,311   03,101486603960,26
5284,311   03,101486604195,27
5285,311   03,101486600657,28
5286,311   03,101486600015,29
5287,311   03,104294900114,30
5288,311   03,109308900216,31
5289,311   03,109316400124,32
5290,311   03,400000101149,33
5291,311   03,400000101041,34
5292,311   03,400000100875,35
5293,311   03,400000100715,36
5294,311   03,400000100263,37
5295,311   03,400000100095,38
5296,311   03,400018000738,39
5297,311   03,400018000054,40
5298,311   03,400048300486,41
5299,311   03,400000100618,42
5300,311   03,400000100714,43
5301,311   03,400000100894,44
5302,311   03,400000101206,45
5303,311   03,109336600179,46
5304,311   03,109336600125,47
5305,311   03,109304800201,48
5306,311   03,109304800045,49
5307,311   03,104294900115,50
5308,311   03,101486600171,51
5309,311   03,101486604005,52
5310,311   03,101486603875,53
5311,311   03,101486602585,54
5312,311   03,101486602429,55
5313,311   03,101486602215,56
5314,311   03,101486601923,57
5315,311   03,101486601837,58
5316,311   03,101486600993,59
5317,311   03,101486600819,60
5318,311   03,101486600249,61
5319,311   03,101486600096,62
5320,311   03,101486600405,63
5321,311   03,101486600127,64
5322,311   03,107235900151,65
5323,311   03,107210300077,66
5324,311   03,108176300051,67
5325,311   03,108176300178,68
5326,311   03,108176300083,69
5327,311   03,106751210499,70
5328,311   03,106751210235,71
5329,311   03,106751210295,72
5330,311   03,100980200007,73
5331,311   04,104294900119,1
5332,311   04,109308900216,2
5333,311   04,109316400124,3
5334,311   04,400000101149,4
5335,311   04,400000101041,5
5336,311   04,400000100875,6
5337,311   04,400000100715,7
5338,311   04,400000100263,8
5339,311   04,400018000738,9
5340,311   04,400018000054,10
5341,311   04,400048300486,11
5342,311   04,400000100618,12
5343,311   04,400000100714,13
5344,311   04,400000100894,14
5345,311   04,400000101206,15
5346,311   04,109336600179,16
5347,311   04,109336600125,17
5348,311   04,109304800201,18
5349,311   04,109304800045,19
5350,311   04,104294900115,20
5351,311   04,101486600171,21
5352,311   04,101486604005,22
5353,311   04,101486603875,23
5354,311   04,101486602585,24
5355,311   04,101486602429,25
5356,311   04,101486602215,26
5357,311   04,101486601923,27
5358,311   04,101486601837,28
5359,311   04,101486600993,29
5360,311   04,101486600819,30
5361,311   04,101486600249,31
5362,311   04,101486600096,32
5363,311   04,101486600405,33
5364,311   04,101486600127,34
5365,311   04,107235900151,35
5366,311   04,107210300077,36
5367,311   04,108176300051,37
5368,311   04,108176300178,38
5369,311   04,108176300083,39
5370,311   04,106751210499,40
5371,311   04,106751210235,41
5372,311   04,106751210295,42
5373,311   05,104294900119,1
5374,311   05,109308900216,2
5375,311   05,109316400124,3
5376,311   05,400000101149,4
5377,311   05,400000101041,5
5378,311   05,400000100875,6
5379,311   05,400000100715,7
5380,311   05,400000100263,8
5381,311   05,400018000738,9
5382,311   05,400018000054,10
5383,311   05,400048300486,11
5384,311   05,400000100618,12
5385,311   05,400000100714,13
5386,311   05,400000100894,14
5387,311   05,400000101206,15
5388,311   05,109336600179,16
5389,311   05,109304800201,17
5390,311   05,109304800045,18
5391,311   05,104294900115,19
5392,311   05,101486600171,20
5393,311   05,101486604005,21
5394,311   05,101486603875,22
5395,311   05,101486602585,23
5396,311   05,101486602429,24
5397,311   05,101486602215,25
5398,311   05,101486601923,26
5399,311   05,101486601837,27
5400,311   05,101486600993,28
5401,311   05,101486600819,29
5402,311   05,101486600249,30
5403,311   05,111890405213,31
5404,311   05,111890405123,32
5405,311   05,111890404997,33
5406,311   05,111890404701,34
5407,311   05,111890404644,35
5408,311   05,130312000050,36
5409,313   01,130311900120,1
5410,313   01,109611900285,2
5411,313   01,109611900219,3
5412,313   01,109611900095,4
5413,313   01,109607400055,5
5414,313   01,109976600070,6
5415,313   01,109976600115,7
5416,313   01,109976600017,8
5417,313   01,101864000247,9
5418,313   01,101864000321,10
5419,313   01,101553800151,11
5420,313   01,104941500135,12
5421,313   01,104941500050,13
5422,313   01,111751000256,14
5423,313   01,111751000416,15
5424,313   01,110884300106,16
5425,313   01,110884300164,17
5426,313   01,110022000214,18
5427,313   01,110022000242,19
5428,313   01,110190400667,20
5429,313   01,110190400253,21
5430,313   01,110190400033,22
5431,313   01,111890400340,23
5432,313   01,130312000050,24
5433,314   01,130311900120,1
5434,314   01,111891700411,2
5435,314   01,111891700315,3
5436,314   01,111891700231,4
5437,314   01,111891700035,5
5438,314   01,110278702033,6
5439,314   01,103803301689,7
5440,314   01,106536900221,8
5441,314   01,108586500505,9
5442,314   01,106457000141,10
5443,314   01,108327700357,11
5444,314   01,108327700097,12
5445,314   01,102174200162,13
5446,314   01,108329200156,14
5447,314   01,108329200256,15
5448,314   01,103803301299,16
5449,314   01,103803301207,17
5450,314   01,102253000275,18
5451,314   01,106105200405,19
5452,314   01,108308800245,20
5453,314   01,108309000278,21
5454,314   01,108309000522,22
5455,314   01,100196800503,23
5456,314   01,106611600485,24
5457,314   01,107328900281,25
5458,314   01,100130600250,26
5459,314   01,100130600640,27
5460,314   01,100980200007,28
5461,314   01,106611600773,29
5462,314   01,106611600485,30
5463,314   01,106611600091,31
5464,314   01,104984700592,32
5465,314   01,108309000278,33
5466,314   01,101131000279,34
5467,314   01,108308800252,35
5468,314   01,108333700218,36
5469,314   01,108333700398,37
5470,314   01,103803301190,38
5471,314   01,103803301300,39
5472,314   01,103803301412,40
5473,314   01,108329200205,41
5474,314   01,106871700053,42
5475,314   01,108327700356,43
5476,314   01,106457000142,44
5477,314   01,108586500490,45
5478,314   01,106536900234,46
5479,314   01,103803301411,47
5480,314   01,103803301299,48
5481,314   01,103036200220,49
5482,314   01,111904000064,50
5483,314   01,111907800014,51
5484,314   01,111907800170,52
5485,314   01,110278700463,53
5486,314   01,110278702000,54
5487,314   01,110278702112,55
5488,314   01,111890403510,56
5489,314   01,111890403750,57
5490,314   01,111890400309,58
5491,314   01,111890400340,59
5492,314   01,130312000050,60
5493,315   01,100980200007,1
5494,315   01,100130600992,2
5495,315   01,100130601256,3
5496,315   01,100130601730,4
5497,315   01,100130601936,5
5498,315   01,100130602092,6
5499,315   01,101553800032,7
5500,315   01,105686500106,8
5501,315   01,104941500135,9
5502,315   01,104941500050,10
5503,315   01,111751000175,11
5504,315   01,111775300365,12
5505,315   01,111775300265,13
5506,315   01,111775300147,14
5507,315   01,112113700485,15
5508,315   01,112113700365,16
5509,315   01,101732900350,17
5510,315   01,111844000119,18
5511,315   01,106611601281,19
5512,315   01,106611601053,20
5513,315   01,106611600773,21
5514,315   01,106611600485,22
5515,315   01,107328900281,23
5516,315   01,100130600250,24
5517,315   01,100130600640,25
5518,3150  01,102331600520,1
5519,3150  01,102337200218,2
5520,3150  01,103941400735,3
5521,3150  01,103281900427,4
5522,3150  01,101768800285,5
5523,3150  01,101768800037,6
5524,3150  01,101187000876,7
5525,3150  01,101187001100,8
5526,3150  01,101187001288,9
5527,3150  01,101187001594,10
5528,3150  01,101187002058,11
5529,3150  01,100091100487,12
5530,3150  01,103121000199,13
5531,3150  01,110265800200,14
5532,3150  01,110265800136,15
5533,3150  01,104931400120,16
5534,3150  01,107210302815,17
5535,3150  01,107210300077,18
5536,3150  01,100130602317,19
5537,3150  01,100130601535,20
5538,3150  01,106611601281,21
5539,3150  01,106611601053,22
5540,3150  01,106611600773,23
5541,3150  01,106611600555,24
5542,3150  01,106611600091,25
5543,3150  01,104984700592,26
5544,3150  01,104984700890,27
5545,3150  01,104984701150,28
5546,3150  01,104984701446,29
5547,3150  01,104577300126,30
5548,3150  01,111890400017,31
5549,3150  01,111890400329,32
5550,3150  01,111890400800,33
5551,3150  01,111890400507,34
5552,3150  01,111890400071,35
5553,3150  01,101032003993,36
5554,3150  01,101032003651,37
5555,3150  01,101032002681,38
5556,3150  01,101032002367,39
5557,3150  01,101032002119,40
5558,3150  01,101032000929,41
5559,3150  01,101032000665,42
5560,3150  01,101032000039,43
5561,3150  01,101031709230,44
5562,3150  01,101031709870,45
5563,3150  01,101031709601,46
5564,3150  01,101031707515,47
5565,3150  01,101031703117,48
5566,3150  01,101031703110,49
5567,3150  01,101031707500,50
5568,3150  01,101031708230,51
5569,3150  01,101032000336,52
5570,3150  01,101032000824,53
5571,3150  01,101032002708,54
5572,3150  01,101032003258,55
5573,3150  01,101032004080,56
5574,3150  01,111890400004,57
5575,3150  01,111890400390,58
5576,3150  01,111890400875,59
5577,3150  01,111890400018,60
5578,3150  01,131099500116,61
5579,3150  01,100325400108,62
5580,3150  01,104984701263,63
5581,3150  01,104984700901,64
5582,3150  01,104984700581,65
5583,3150  01,104984700321,66
5584,3150  01,100130600140,67
5585,3150  01,100130600250,68
5586,3150  01,100130600642,69
5587,3150  01,100130600992,70
5588,3150  01,100130601256,71
5589,3150  01,100130601730,72
5590,3150  01,108176300053,73
5591,3150  01,108176300199,74
5592,3150  01,108176300313,75
5593,3150  01,107210302514,76
5594,3150  01,107210302240,77
5595,3150  01,108171000059,78
5596,3150  01,110265800135,79
5597,3150  01,103121000406,80
5598,3150  01,103121000586,81
5599,3150  01,103121000794,82
5600,3150  01,103121001088,83
5601,3150  01,100091100170,84
5602,3150  01,100091100500,85
5603,3150  01,100091100742,86
5604,3150  01,100091101016,87
5605,3150  01,101187001911,88
5606,3150  01,101187001449,89
5607,3150  01,101187001243,90
5608,3150  01,101187000951,91
5609,3150  01,101768800038,92
5610,3150  01,101768800222,93
5611,3150  01,101768800276,94
5612,3150  01,102331600320,95
5613,3150  01,102331600350,96
5614,3150  01,102331600458,97
5615,3150  01,102331600520,98
5616,318   02,100980200007,1
5617,318   02,106611600773,2
5618,318   02,106611600555,3
5619,318   02,106611600091,4
5620,318   02,104984700592,5
5621,318   02,104984700890,6
5622,318   02,104984701150,7
5623,318   02,104984701446,8
5624,318   02,104577300126,9
5625,318   02,104577300480,10
5626,318   02,104577300838,11
5627,318   02,104577301060,12
5628,318   02,104577301298,13
5629,318   02,101490000891,14
5630,318   02,101490000837,15
5631,318   02,101490000433,16
5632,318   02,105226900567,17
5633,318   02,105226900205,18
5634,318   02,105226900109,19
5635,318   02,105559802125,20
5636,318   02,102172700048,21
5637,318   02,111217000038,22
5638,318   02,109259300800,23
5639,318   02,109259300104,24
5640,318   02,130383400037,25
5641,318   02,130383401071,26
5642,318   02,130233500133,27
5643,318   02,130233500295,28
5644,318   02,130233500350,29
5645,318   02,130233500017,30
5646,318   02,130233500023,31
5647,318   02,130233500103,32
5648,318   02,130233500020,33
5649,318   02,130383900088,34
5650,318   02,130383900182,35
5651,318   02,130383900302,36
5652,318   02,130383900004,37
5653,318   02,130383401070,38
5654,318   02,130383400036,39
5655,318   02,109259300130,40
5656,318   02,102172700027,41
5657,318   02,105559802084,42
5658,318   02,105559802184,43
5659,318   02,105559802332,44
5660,318   02,105559802470,45
5661,318   02,105559802564,46
5662,318   02,103243000205,47
5663,318   02,100514601312,48
5664,318   02,100514601106,49
5665,318   02,100514600285,50
5666,318   02,104984702165,51
5667,318   02,104984701495,52
5668,318   02,104984701263,53
5669,318   02,104984700901,54
5670,318   02,104984700581,55
5671,318   02,104984700321,56
5672,318   02,100130600140,57
5673,318   02,100130600250,58
5674,318   02,100130600640,59
5675,318   05,100980200007,1
5676,318   05,106611600773,2
5677,318   05,106611600555,3
5678,318   05,106611600091,4
5679,318   05,104984700592,5
5680,318   05,104984700890,6
5681,318   05,104984701150,7
5682,318   05,104984701446,8
5683,318   05,104577300126,9
5684,318   05,111890400017,10
5685,318   05,103877000380,11
5686,318   05,103877000540,12
5687,318   05,104293600316,13
5688,318   05,104293600256,14
5689,318   05,101490001177,15
5690,318   05,101490000891,16
5691,318   05,101490000837,17
5692,318   05,102294700753,18
5693,318   05,102294700641,19
5694,318   05,102294700493,20
5695,318   05,102508800405,21
5696,318   05,102508800135,22
5697,318   05,113058200215,23
5698,318   05,113058200950,24
5699,318   05,105559802745,25
5700,318   05,105559802585,26
5701,318   05,105559802315,27
5702,318   05,105559802209,28
5703,318   05,105559802125,29
5704,318   05,102172700048,30
5705,318   05,111217000038,31
5706,318   05,109259300800,32
5707,318   05,130383400037,33
5708,318   05,130383401071,34
5709,318   05,109259300104,35
5710,318   05,130383900182,36
5711,318   05,130383900004,37
5712,318   05,130233500133,38
5713,318   05,130233500295,39
5714,318   05,130233500350,40
5715,318   05,130233500017,41
5716,318   05,130233500023,42
5717,318   05,130233500103,43
5718,318   05,130233500020,44
5719,318   05,130383401070,45
5720,318   05,130383400036,46
5721,318   05,109259300130,47
5722,318   05,102172700027,48
5723,318   05,105559802084,49
5724,318   05,105559802184,50
5725,318   05,105559802326,51
5726,318   05,105559802470,52
5727,318   05,105559802564,53
5728,318   05,103243000205,54
5729,318   05,100514601312,55
5730,318   05,100514601106,56
5731,318   05,100514600285,57
5732,318   05,102294700670,58
5733,318   05,102294700828,59
5734,318   05,101490000850,60
5735,318   05,101490000914,61
5736,318   05,101490001200,62
5737,318   05,104293600013,63
5738,318   05,100325401097,64
5739,318   05,101871200525,65
5740,318   05,101871200387,66
5741,318   05,100225100025,67
5742,318   05,111890400018,68
5743,318   05,111890400328,69
5744,318   05,111890402300,70
5745,318   05,111890402222,71
5746,318   05,104984702165,72
5747,318   05,104984701495,73
5748,318   05,104984701263,74
5749,318   05,104984700901,75
5750,318   05,104984700581,76
5751,318   05,104984700321,77
5752,318   05,100130600140,78
5753,318   05,100130600250,79
5754,318   05,100130600640,80
5755,318   06,130383900088,1
5756,318   06,130383401070,2
5757,318   06,130383400036,3
5758,318   06,109259300130,4
5759,318   06,102172700027,5
5760,318   06,105559802084,6
5761,318   06,105559802184,7
5762,318   06,105559802326,8
5763,318   06,105559802470,9
5764,318   06,105559802564,10
5765,318   06,103243000205,11
5766,318   06,100514601312,12
5767,318   06,100514601106,13
5768,318   06,100514600285,14
5769,318   06,102294700670,15
5770,318   06,102294700828,16
5771,318   06,101490000850,17
5772,318   06,101490000914,18
5773,318   06,101490001200,19
5774,318   06,104293600013,20
5775,318   06,100325401097,21
5776,318   06,101871200525,22
5777,318   06,101871200387,23
5778,318   06,100225100025,24
5779,318   06,111890400018,25
5780,318   06,111890400328,26
5781,318   06,111890402300,27
5782,318   06,111890402222,28
5783,318   06,104984702165,29
5784,318   06,104984701495,30
5785,318   06,104984701263,31
5786,318   06,104984700901,32
5787,318   06,104984700581,33
5788,318   06,104984700321,34
5789,318   06,100130600140,35
5790,318   06,100130600250,36
5791,318   06,100130600640,37
5792,318   08,100980200007,1
5793,318   08,106611600773,2
5794,318   08,106611600555,3
5795,318   08,106611600091,4
5796,318   08,104984700592,5
5797,318   08,104984700890,6
5798,318   08,104984701150,7
5799,318   08,104984701446,8
5800,318   08,104577300126,9
5801,318   08,111890400017,10
5802,318   08,103877000380,11
5803,318   08,103877000540,12
5804,318   08,104293600316,13
5805,318   08,104293600256,14
5806,318   08,101490001177,15
5807,318   08,101490000891,16
5808,318   08,101490000837,17
5809,318   08,102294700753,18
5810,318   08,102294700641,19
5811,318   08,102294700493,20
5812,318   08,102508800405,21
5813,318   08,102508800135,22
5814,318   08,113058200215,23
5815,318   08,113058200950,24
5816,318   08,105559802745,25
5817,318   08,105559802585,26
5818,318   08,105559802315,27
5819,318   08,105559802209,28
5820,318   08,105559802125,29
5821,318   08,102172700048,30
5822,318   08,111217000038,31
5823,318   08,109259300800,32
5824,318   08,130383400037,33
5825,318   08,130383401071,34
5826,318   08,109259300104,35
5827,318   08,130383900182,36
5828,318   08,130383900004,37
5829,318   08,130233500133,38
5830,318   08,130233500295,39
5831,318   08,130387400110,40
5832,318   08,130387400270,41
5833,318   08,130387400125,42
5834,318   08,130387400021,43
5835,318   08,130233500350,44
5836,318   08,130233500017,45
5837,318   08,130233500023,46
5838,318   08,130233500103,47
5839,318   08,130233500020,48
5840,318   08,130383401070,49
5841,318   08,130383400036,50
5842,318   08,109259300130,51
5843,318   08,102172700027,52
5844,318   08,105559802084,53
5845,318   08,105559802184,54
5846,318   08,105559802326,55
5847,318   08,105559802470,56
5848,318   08,105559802564,57
5849,318   08,103243000205,58
5850,318   08,100514601312,59
5851,318   08,100514601106,60
5852,318   08,100514600285,61
5853,318   08,102294700670,62
5854,318   08,102294700828,63
5855,318   08,101490000850,64
5856,318   08,101490000914,65
5857,318   08,101490001200,66
5858,318   08,104293600013,67
5859,318   08,100325401097,68
5860,318   08,101871200525,69
5861,318   08,101871200387,70
5862,318   08,100225100025,71
5863,318   08,111890400018,72
5864,318   08,111890400328,73
5865,318   08,111890402300,74
5866,318   08,111890402222,75
5867,318   08,104984702165,76
5868,318   08,104984701495,77
5869,318   08,104984701263,78
5870,318   08,104984700901,79
5871,318   08,104984700581,80
5872,318   08,104984700321,81
5873,318   08,100130600140,82
5874,318   08,100130600250,83
5875,318   08,100130600640,84
5876,319   01,130323500014,1
5877,319   01,130601300100,2
5878,319   01,130601400155,3
5879,319   01,130601400085,4
5880,319   01,130601400039,5
5881,319   01,130323800302,6
5882,319   01,103179700363,7
5883,319   01,102771000775,8
5884,319   01,102771000705,9
5885,319   01,102771000507,10
5886,319   01,102771000385,11
5887,319   01,103044800583,12
5888,319   01,105559802745,13
5889,319   01,105559802585,14
5890,319   01,105559802315,15
5891,319   01,105559802209,16
5892,319   01,105559802125,17
5893,319   01,102172700048,18
5894,319   01,111217000038,19
5895,319   01,109259300800,20
5896,319   01,130323800051,21
5897,319   01,130323800215,22
5898,319   01,130323800302,23
5899,319   01,130323500014,24
5900,319   02,130323500014,1
5901,319   02,130601300100,2
5902,319   02,130601400155,3
5903,319   02,130601400085,4
5904,319   02,130601400039,5
5905,319   02,130323800302,6
5906,319   02,103179700363,7
5907,319   02,103044800865,8
5908,319   02,103044800745,9
5909,319   02,103044800583,10
5910,319   02,105559803022,11
5911,319   02,103044800255,12
5912,319   02,103044800245,13
5913,319   02,103044800029,14
5914,319   02,103044800036,15
5915,319   02,103044800076,16
5916,319   02,103044800346,17
5917,319   02,105559802745,18
5918,319   02,105559802585,19
5919,319   02,105559802315,20
5920,319   02,105559802209,21
5921,319   02,105559802125,22
5922,319   02,102172700048,23
5923,319   02,111217000038,24
5924,319   02,109259300800,25
5925,319   02,130323800051,26
5926,319   02,130323800215,27
5927,319   02,130323800302,28
5928,319   02,130323500014,29
5929,32    01,100980200007,1
5930,32    01,100537600741,2
5931,32    01,100537600347,3
5932,32    01,106682500731,4
5933,32    01,100980200007,5
5934,32    02,100980200007,1
5935,32    02,106611600773,2
5936,32    02,106611600485,3
5937,32    02,106611600091,4
5938,32    02,104984700321,5
5939,32    02,300542501165,6
5940,32    02,300542500905,7
5941,32    02,300542500651,8
5942,32    02,300542500345,9
5943,32    02,300542500065,10
5944,32    02,300154809406,11
5945,32    02,100314009615,12
5946,32    02,100314008787,13
5947,32    02,100314008355,14
5948,32    02,100314007675,15
5949,32    02,100314006555,16
5950,32    02,100314006227,17
5951,32    02,100314005855,18
5952,32    02,100314005455,19
5953,32    02,100314005055,20
5954,32    02,100314003887,21
5955,32    02,100314003717,22
5956,32    02,100314003403,23
5957,32    02,100314003155,24
5958,32    02,100314003045,25
5959,32    02,100314002431,26
5960,32    02,100537600741,27
5961,32    02,100537600347,28
5962,32    02,106682500731,29
5963,32    02,100314001518,30
5964,32    02,100314002054,31
5965,32    02,100314002536,32
5966,32    02,100314002886,33
5967,32    02,100314003246,34
5968,32    02,100314003574,35
5969,32    02,100314003826,36
5970,32    02,100314004444,37
5971,32    02,100314004766,38
5972,32    02,100314005154,39
5973,32    02,100314005580,40
5974,32    02,100314006020,41
5975,32    02,100314006500,42
5976,32    02,100314007100,43
5977,32    02,100314007650,44
5978,32    02,100314008292,45
5979,32    02,100314008720,46
5980,32    02,100314009400,47
5981,32    02,100314009610,48
5982,32    02,300154809407,49
5983,32    02,300154804123,50
5984,32    02,300542500250,51
5985,32    02,300542500604,52
5986,32    02,300542500856,53
5987,32    02,300542501136,54
5988,32    02,104984700304,55
5989,32    02,106611600196,56
5990,32    02,107328900187,57
5991,32    02,100130600640,58
5992,32    07,100980200007,1
5993,32    07,100808401046,2
5994,32    07,100314002536,3
5995,32    07,100314002886,4
5996,32    07,100314003246,5
5997,32    07,100314003574,6
5998,32    07,100314003826,7
