id_linha,id_ponto,ordem
30    03,111890400300,2
30    03,111890403855,3
30    03,111890403515,4
30    03,111890400048,5
30    03,111890400700,6
30    03,111890402221,7
30    03,106316100229,8
30    03,111890402300,9
30    03,111890402222,10
30    03,104984702165,11
30    03,104984701495,12
30    03,104984701263,13
30    03,104984700901,14
30    03,104984700581,15
30    03,104984700321,16
30    03,300542501165,17
30    03,300542500905,18
30    03,300542500651,19
30    03,300542500345,20
30    03,300542500065,21
30    03,300154809406,22
30    03,100314009615,23
30    03,100314008787,24
30    03,100314008355,25
30    03,100314007675,26
30    03,100314006955,27
30    03,100314006555,28
30    03,100314005455,29
30    03,100314005055,30
30    03,100314003887,31
30    03,100314003717,32
30    03,100314003403,33
30    03,100314003155,34
30    03,100314003045,35
30    03,100314002431,36
30    03,100314001887,37
30    03,100314001445,38
30    03,100314000709,39
30    03,100314000281,40
30    03,101137600237,41
30    03,100314000686,42
30    03,100314001518,43
30    03,100314002054,44
30    03,100314002536,45
30    03,100314002886,46
30    03,100314003246,47
30    03,100314003574,48
30    03,100314003826,49
30    03,100314004444,50
30    03,100314004766,51
30    03,100314005154,52
30    03,100314005438,53
30    03,100314005580,54
30    03,100314006020,55
30    03,100314006500,56
30    03,100314006900,57
30    03,100314007100,58
30    03,100314007650,59
30    03,100314008292,60
30    03,100314008720,61
30    03,100314009400,62
30    03,100314009610,63
30    03,300154809407,64
30    03,300154804123,65
30    03,300542500250,66
30    03,300542500604,67
30    03,300542500856,68
30    03,300542501136,69
30    03,104984700304,70
30    03,104984700592,71
30    03,104984700890,72
30    03,104984701150,73
30    03,104984701446,74
30    03,104984701634,75
30    03,111890400777,76
30    03,111890402500,77
30    03,111890403510,78
30    03,111890403750,79
30    03,111890400309,80
30    03,111890400340,81
30    03,130312000050,82
30    08,105056608000,1
30    08,105339000028,2
30    08,105339000192,3
30    08,111527900201,4
30    08,105056606554,5
30    08,103579803111,6
30    08,103579803169,7
30    08,103579802011,8
30    08,103579801777,9
30    08,103579802005,10
30    08,103579801481,11
30    08,103579801097,12
30    08,103579800887,13
30    08,103579800735,14
30    08,103579800421,15
30    08,103579800167,16
30    08,100063403041,17
30    08,100063402297,18
30    08,100063402027,19
30    08,100063401867,20
30    08,100063401709,21
30    08,100063401499,22
30    08,100063401205,23
30    08,100063400987,24
30    08,100063400745,25
30    08,100063400559,26
30    08,100063400385,27
30    08,100314009400,28
30    08,100314009610,29
30    08,300154809407,30
30    08,300154804123,31
30    08,300542500250,32
30    08,300542500604,33
30    08,300542500856,34
30    08,300542501136,35
30    08,104984700304,36
30    08,104984700592,37
30    08,104984700890,38
30    08,104984701150,39
30    08,104984701446,40
30    08,104984701634,41
30    08,111890400777,42
30    08,111890402500,43
30    08,111890403510,44
30    08,111890403750,45
30    08,111890400309,46
30    08,111890400340,47
30    08,130312000050,48
301   01,130311900120,1
301   01,130311600145,2
301   01,104958500580,3
301   01,104958500742,4
301   01,104958501204,5
301   01,130338100192,6
301   01,112529500020,7
301   01,112531400038,8
301   01,112531400332,9
301   01,112531400470,10
301   01,102250200165,11
301   01,102250200021,12
301   01,109430200087,13
301   01,109432800020,14
301   01,109434300141,15
301   01,108334000174,16
301   01,109419500265,17
301   01,109419500069,18
301   01,102920900363,19
301   01,104716000113,20
301   01,106625800129,21
301   01,103332000654,22
301   01,103332000730,23
301   01,103332000906,24
301   01,102224000105,25
301   01,130365600014,26
301   01,130338600105,27
301   01,104958500581,28
301   01,130311600150,29
301   01,130312000050,30
301   05,130311900120,1
301   05,130311600145,2
301   05,104958500580,3
301   05,130338600100,4
301   05,130365600109,5
301   05,130312000557,6
301   05,102224000132,7
301   05,102230000053,8
301   05,103332000927,9
301   05,103332000643,10
301   05,103332000767,11
301   05,106625800134,12
301   05,104716000082,13
301   05,102920900366,14
301   05,109419500072,15
301   05,109419500206,16
301   05,109434300120,17
301   05,109432800015,18
301   05,109430200100,19
301   05,112529500020,20
301   05,112531400038,21
301   05,112531400332,22
301   05,112531400470,23
301   05,102250200165,24
301   05,102250200021,25
301   05,130338100345,26
301   05,130338100183,27
301   05,104958501185,28
301   05,104958500801,29
301   05,104958500581,30
301   05,130311600150,31
301   05,130312000050,32
3011  01,109308900030,1
3011  01,109316400124,2
3011  01,109336600179,3
3011  01,109304800201,4
3011  01,102147800052,5
3011  01,102147800132,6
3011  01,102147800250,7
3011  01,112521300495,8
3011  01,112521300399,9
3011  01,112521300187,10
3011  01,110210000750,11
3011  01,110210000504,12
3011  01,104294900041,13
3011  01,104294900115,14
3011  01,101486600171,15
3011  01,101486604005,16
3011  01,101486603875,17
3011  01,101486602585,18
3011  01,101486602429,19
3011  01,101486602215,20
3011  01,101486601923,21
3011  01,101486601837,22
3011  01,101486600993,23
3011  01,101486600819,24
3011  01,101486600249,25
3011  01,100314000709,26
3011  01,100314000281,27
302   01,130311900120,1
302   01,111890404653,2
302   01,111890404996,3
302   01,111890405010,4
302   01,107853100090,5
302   01,107853100300,6
302   01,107853100370,7
302   01,107824100172,8
302   01,107829500016,9
302   01,107829500260,10
302   01,107829500448,11
302   01,107829500600,12
302   01,107824100916,13
302   01,107844300012,14
302   01,107844300240,15
302   01,107844300340,16
302   01,107851600151,17
302   01,107851600191,18
302   01,107824100737,19
302   01,107824100619,20
302   01,107824100359,21
302   01,107824100233,22
302   01,107824100113,23
302   01,107853100363,24
302   01,107853100165,25
302   01,111890405123,26
302   01,111890404997,27
302   01,111890404701,28
302   01,111890404644,29
302   01,130312000050,30
302   04,130311900120,1
302   04,111890404653,2
302   04,111890404996,3
302   04,111890405010,4
302   04,107853100090,5
302   04,104782600110,6
302   04,104725900080,7
302   04,104729000016,8
302   04,109566400200,9
302   04,109400000320,10
302   04,105249900149,11
302   04,130027800315,12
302   04,107824100172,13
302   04,107824100916,14
302   04,107844300012,15
302   04,107844300240,16
302   04,107844300340,17
302   04,107851600151,18
302   04,107851600191,19
302   04,107824100737,20
302   04,107824100619,21
302   04,107824100359,22
302   04,107824100233,23
302   04,107824100113,24
302   04,107853100363,25
302   04,107853100165,26
302   04,111890405123,27
302   04,111890404997,28
302   04,111890404701,29
302   04,111890404644,30
302   04,130312000050,31
302   05,130311900120,1
302   05,111890404653,2
302   05,111890404996,3
302   05,111890405010,4
302   05,107853100090,5
302   05,107853100300,6
302   05,107853100370,7
302   05,107853100570,8
302   05,107853100800,9
302   05,107853100978,10
302   05,107853101176,11
302   05,107853101490,12
302   05,107853101690,13
302   05,107853101800,14
302   05,130419900214,15
302   05,130444200148,16
302   05,130419000174,17
302   05,130419000015,18
302   05,130419200127,19
302   05,107853101695,20
302   05,107853101477,21
302   05,107853101175,22
302   05,107853100861,23
302   05,107853100751,24
302   05,107853100575,25
302   05,107853100363,26
302   05,107853100165,27
302   05,111890405123,28
302   05,111890404997,29
302   05,111890404701,30
302   05,111890404644,31
302   05,130312000050,32
3020  01,107853101800,1
3020  01,130419900214,2
3020  01,130444200148,3
3020  01,130419000174,4
3020  01,130419000015,5
3020  01,130419200127,6
3020  01,107853101695,7
3020  01,107853101477,8
3020  01,107853101175,9
3020  01,107853100861,10
3020  01,107853100751,11
3020  01,107853100575,12
3020  01,107853100363,13
3020  01,107853100165,14
3020  01,100314000709,15
3020  01,100314000281,16
3029  01,102331600590,1
3029  01,102331600356,2
3029  01,105958600297,3
3029  01,100937700453,4
3029  01,106586300393,5
3029  01,106586300221,6
3029  01,106586300333,7
3029  01,108184900235,8
3029  01,108184900093,9
3029  01,108184900262,10
3029  01,108184900179,11
3029  01,107235902069,12
3029  01,105733500219,13
3029  01,105733500075,14
3029  01,107210303785,15
3029  01,107210303385,16
3029  01,107210303257,17
3029  01,107210302815,18
3029  01,107210300077,19
3029  01,100130602317,20
3029  01,100130601535,21
3029  01,106611601281,22
3029  01,106611601053,23
3029  01,106611600773,24
3029  01,106611600555,25
3029  01,106611600091,26
3029  01,104984700592,27
3029  01,111890400507,28
3029  01,111890400071,29
3029  01,106751208450,30
3029  01,106751210467,31
3029  01,106751207011,32
3029  01,106751206575,33
3029  01,106751206501,34
3029  01,106751205811,35
3029  01,106751205161,36
3029  01,106751205001,37
3029  01,106751206195,38
3029  01,106751206043,39
3029  01,106751206205,40
3029  01,106751204983,41
3029  01,106751204649,42
3029  01,101230000863,43
3029  01,101230000753,44
3029  01,103837700490,45
3029  01,100314005055,46
3029  01,100314003887,47
3029  01,100314003717,48
3029  01,100314003403,49
3029  01,100314003155,50
3029  01,100314003045,51
3029  01,100314002431,52
3029  01,100314001887,53
3029  01,100314001445,54
3029  01,100314000885,55
3029  01,100314000281,56
3029  01,102605200285,57
3029  01,100314000060,58
3029  01,100314000856,59
3029  01,100314001518,60
3029  01,100314002054,61
3029  01,100314002536,62
3029  01,100314002886,63
3029  01,100314003246,64
3029  01,100314003574,65
3029  01,100314003826,66
3029  01,100314004444,67
3029  01,100314004766,68
3029  01,100314005154,69
3029  01,100314005438,70
3029  01,100314005580,71
3029  01,106751204020,72
3029  01,106751204510,73
3029  01,106751204600,74
3029  01,106751205498,75
3029  01,106751205000,76
3029  01,106751205050,77
3029  01,106751205110,78
3029  01,106751205210,79
3029  01,106751205472,80
3029  01,106751205560,81
3029  01,106751207356,82
3029  01,106751209634,83
3029  01,106751207000,84
3029  01,106751209072,85
3029  01,106751209430,86
3029  01,106751208451,87
3029  01,111890400390,88
3029  01,104984700581,89
3029  01,104984700321,90
3029  01,104984700304,91
3029  01,106611600196,92
3029  01,107328900187,93
3029  01,100130600250,94
3029  01,100130600642,95
3029  01,100130600992,96
3029  01,100130601256,97
3029  01,100130601730,98
3029  01,108176300053,99
3029  01,108176300199,100
3029  01,108176300313,101
3029  01,107210302514,102
3029  01,107210302240,103
3029  01,108171000059,104
3029  01,104931400120,105
3029  01,107210303482,106
3029  01,107210303744,107
3029  01,107210304020,108
3029  01,105733500226,109
3029  01,107235901800,110
3029  01,108184900273,111
3029  01,108184900143,112
3029  01,108184900020,113
3029  01,106586300310,114
3029  01,106586300104,115
3029  01,104891700059,116
3029  01,100937700098,117
3029  01,100937700480,118
3029  01,105958600320,119
3029  01,102331600458,120
3029  01,101761900245,121
3029  01,102331600590,122
3029  02,102331600590,1
3029  02,102331600356,2
3029  02,105958600297,3
3029  02,100937700453,4
3029  02,106586300393,5
3029  02,106586300221,6
3029  02,106586300333,7
3029  02,108184900235,8
3029  02,108184900093,9
3029  02,108184900262,10
3029  02,108184900179,11
3029  02,107235902069,12
3029  02,105733500219,13
3029  02,105733500075,14
3029  02,107210303785,15
3029  02,107210303385,16
3029  02,107210303257,17
3029  02,107210302815,18
3029  02,107210300077,19
3029  02,100130602317,20
3029  02,100130601535,21
3029  02,106611601281,22
3029  02,106611601053,23
3029  02,106611600773,24
3029  02,106611600555,25
3029  02,106611600091,26
3029  02,104984700592,27
3029  02,111890400507,28
3029  02,111890400071,29
3029  02,106751207011,30
3029  02,106751206575,31
3029  02,106751206501,32
3029  02,106751205811,33
3029  02,106751205161,34
3029  02,106751205001,35
3029  02,106751206195,36
3029  02,106751206043,37
3029  02,106751206205,38
3029  02,106751204983,39
3029  02,106751204649,40
3029  02,101230000863,41
3029  02,101230000753,42
3029  02,103837700490,43
3029  02,100314005055,44
3029  02,100314003887,45
3029  02,100314003717,46
3029  02,100314003403,47
3029  02,100314003155,48
3029  02,100314003045,49
3029  02,100314002431,50
3029  02,100314001887,51
3029  02,100314001445,52
3029  02,100314000885,53
3029  02,100314000281,54
3029  02,101137600237,55
303   01,130311900120,1
303   01,111890404653,2
303   01,111890404996,3
303   01,111890405010,4
303   01,107853100090,5
303   01,104782600110,6
303   01,104725900080,7
303   01,104729000016,8
303   01,109418200241,9
303   01,109418200109,10
303   01,109406600260,11
303   01,109566400200,12
303   01,109402500135,13
303   01,109420100310,14
303   01,109400000320,15
303   01,105249900149,16
303   01,130027800315,17
303   01,107853100363,18
303   01,107853100165,19
303   01,111890405123,20
303   01,111890404997,21
303   01,111890404701,22
303   01,111890404644,23
303   01,130312000050,24
303   03,130311900120,1
303   03,111890404996,2
303   03,111890405010,3
303   03,107853100090,4
303   03,104782600110,5
303   03,104725900080,6
303   03,104729000016,7
303   03,109418200241,8
303   03,109418200109,9
303   03,109406600260,10
303   03,109566400200,11
303   03,109402500135,12
303   03,109420100310,13
303   03,109400000320,14
303   03,105269000571,15
303   03,105269000145,16
303   03,105269000083,17
303   03,107853100861,18
303   03,107853100751,19
303   03,107853100575,20
303   03,107853100363,21
303   03,107853100165,22
303   03,111890405123,23
303   03,111890404997,24
303   03,111890404644,25
303   03,130312000050,26
3030  01,109276700200,1
3030  01,109276700400,2
3030  01,110298900799,3
3030  01,110298900901,4
3030  01,109277000123,5
3030  01,109277000112,6
3030  01,111007300175,7
3030  01,108703500273,8
3030  01,109277000140,9
3030  01,110298900729,10
3030  01,110298900485,11
3030  01,110298900083,12
3030  01,108164700214,13
3030  01,108164700213,14
3030  01,101031709230,15
3030  01,101031707515,16
3030  01,101031703115,17
3030  01,101031703001,18
3030  01,101031702501,19
3030  01,104799602165,20
3030  01,104799601825,21
3030  01,104799601255,22
3030  01,104799600777,23
3030  01,104799600463,24
3030  01,104799600221,25
3030  01,105558500595,26
3030  01,105558500139,27
3030  01,100125902323,28
3030  01,100125901901,29
3030  01,100125901271,30
3030  01,100125900571,31
3030  01,100125900540,32
3030  01,100125900942,33
3030  01,100125901734,34
3030  01,105873100762,35
3030  01,105873101034,36
3030  01,104799600350,37
3030  01,104799600624,38
3030  01,104799600900,39
3030  01,104799601356,40
3030  01,104799601690,41
3030  01,104799601900,42
3030  01,104799602190,43
3030  01,101031702906,44
3030  01,101031702500,45
3030  01,101031702750,46
3030  01,101031703110,47
3030  01,101031707500,48
3030  01,101031708230,49
3030  01,108164700214,50
3030  01,108164700213,51
3030  01,110298900034,52
3030  01,110298900486,53
3030  01,110298900300,54
3030  01,110298900730,55
3030  01,109277000125,56
3030  01,108703500270,57
3030  01,111007300186,58
3030  01,109277000119,59
3030  01,109277000140,60
3030  01,110396600036,61
3030  01,110396600236,62
3030  01,109274100415,63
3030  01,110398100352,64
3030  01,109276700100,65
3030  01,109276700200,66
3030  02,109276700200,1
3030  02,109276700400,2
3030  02,110298900799,3
3030  02,110298900901,4
3030  02,109277000123,5
3030  02,109277000112,6
3030  02,111007300175,7
3030  02,108703500273,8
3030  02,109277000140,9
3030  02,110298900729,10
3030  02,110298900485,11
3030  02,110298900083,12
3030  02,108164700214,13
3030  02,108164700213,14
3030  02,101031709230,15
3030  02,101031709601,16
3030  02,101031707515,17
3030  02,101031703115,18
3030  02,101031703001,19
3030  02,101031702501,20
3030  02,104799602165,21
3030  02,104799601825,22
3030  02,104799601255,23
3030  02,104799600777,24
3030  02,104799600463,25
3030  02,104799600221,26
3030  02,105558500595,27
3030  02,105558500139,28
3030  02,100125902323,29
3030  02,100125901901,30
3030  02,103203700172,31
3030  02,100673100176,32
3030  02,106346400851,33
3030  02,101137600237,34
3030  02,106682500482,35
3030  02,100673100635,36
3030  02,100673100325,37
3030  02,106768201351,38
3030  02,100125901908,39
3030  02,105873100762,40
3030  02,105873101034,41
3030  02,104799600350,42
3030  02,104799600624,43
3030  02,104799600900,44
3030  02,104799601356,45
3030  02,104799601690,46
3030  02,104799601900,47
3030  02,104799602190,48
3030  02,101031702906,49
3030  02,101031702500,50
3030  02,101031702750,51
3030  02,101031703110,52
3030  02,101031707500,53
3030  02,101031708230,54
3030  02,108164700214,55
3030  02,108164700213,56
3030  02,110298900034,57
3030  02,110298900486,58
3030  02,110298900300,59
3030  02,110298900730,60
3030  02,109277000125,61
3030  02,108703500270,62
3030  02,111007300186,63
3030  02,109277000119,64
3030  02,109277000140,65
3030  02,110396600036,66
3030  02,110396600236,67
3030  02,109274100415,68
3030  02,110398100352,69
3030  02,109276700100,70
3030  02,109276700200,71
3030  04,109276700200,1
3030  04,109276700400,2
3030  04,110298900799,3
3030  04,110298900901,4
3030  04,109277000123,5
3030  04,109277000112,6
3030  04,111007300175,7
3030  04,108703500273,8
3030  04,109277000140,9
3030  04,110298900729,10
3030  04,110298900485,11
3030  04,110298900083,12
3030  04,108164700214,13
3030  04,108164700213,14
3030  04,101031709230,15
3030  04,101031707515,16
3030  04,101031703115,17
3030  04,107583600070,18
3030  04,130312400701,19
3030  04,104800600027,20
3030  04,104800600135,21
3030  04,106123900150,22
3030  04,110396600036,23
3030  04,110396600236,24
3030  04,109274100415,25
3030  04,110398100352,26
3030  04,109276700100,27
3030  04,109276700200,28
304   01,130311900120,1
304   01,111890404653,2
304   01,111890404996,3
304   01,111890405010,4
304   01,111890405210,5
304   01,101486600830,6
304   01,101486600824,7
304   01,101486600970,8
304   01,101486601830,9
304   01,108944700030,10
304   01,108944700196,11
304   01,108944700310,12
304   01,108944700452,13
304   01,107867300013,14
304   01,107872000277,15
304   01,107875900167,16
304   01,107285300220,17
304   01,107285300390,18
304   01,107285300490,19
304   01,107285300600,20
304   01,107284000470,21
304   01,107284000300,22
304   01,107284000150,23
304   01,111890405213,24
304   01,111890405123,25
304   01,111890404997,26
304   01,111890404701,27
304   01,111890404644,28
304   01,130312000050,29
305   01,130311900120,1
305   01,111890404653,2
305   01,111890404996,3
305   01,111890405010,4
305   01,111890405210,5
305   01,107284000070,6
305   01,107284000195,7
305   01,107284000301,8
305   01,107284000471,9
305   01,107284000651,10
305   01,107284000915,11
305   01,130016300661,12
305   01,130186800547,13
305   01,130186800285,14
305   01,130186800175,15
305   01,112920100007,16
305   01,112488500493,17
305   01,112488500365,18
305   01,112488500219,19
305   01,112490400070,20
305   01,112489800338,21
305   01,112489800486,22
305   01,112485700668,23
305   01,112920100036,24
305   01,130186800102,25
305   01,130186800200,26
305   01,130186800520,27
305   01,130016300551,28
305   01,130016300668,29
305   01,130016300461,30
305   01,107284000816,31
305   01,107284000888,32
305   01,107284000470,33
305   01,107284000300,34
305   01,107284000150,35
305   01,111890405213,36
305   01,111890405123,37
305   01,111890404997,38
305   01,111890404701,39
305   01,111890404644,40
305   01,130312000050,41
305   02,130311900120,1
305   02,111890404653,2
305   02,111890404996,3
305   02,111890405010,4
305   02,111890405210,5
305   02,108944700196,6
305   02,108944700310,7
305   02,108944700452,8
305   02,130186800586,9
305   02,130186800547,10
305   02,130186800285,11
305   02,130186800175,12
305   02,112920100007,13
305   02,112485700707,14
305   02,112488500493,15
305   02,112488500365,16
305   02,112488500219,17
305   02,112490400070,18
305   02,101486603875,19
305   02,101486602585,20
305   02,101486602429,21
305   02,101486602215,22
305   02,101486601923,23
305   02,101486601837,24
305   02,101486600993,25
305   02,101486600819,26
305   02,101486600249,27
305   02,111890405213,28
305   02,111890405123,29
305   02,111890404997,30
305   02,111890404701,31
305   02,111890404644,32
305   02,130312000050,33
305   03,130311900120,1
305   03,111890404653,2
305   03,111890404996,3
305   03,111890405010,4
305   03,111890405210,5
305   03,107284000070,6
305   03,107284000195,7
305   03,104714500807,8
305   03,104714500290,9
305   03,104714500850,10
305   03,107284000471,11
305   03,107284000651,12
305   03,107284000915,13
305   03,130016300661,14
305   03,130186800547,15
305   03,130186800285,16
305   03,130186800175,17
305   03,112920100007,18
305   03,112488500493,19
305   03,112488500365,20
305   03,112488500219,21
305   03,112490400070,22
305   03,112489800338,23
305   03,112489800486,24
305   03,112485700668,25
305   03,112920100036,26
305   03,130186800102,27
305   03,130186800200,28
305   03,130186800520,29
305   03,130016300551,30
305   03,130016300668,31
305   03,130016300461,32
305   03,107284000816,33
305   03,107284000888,34
305   03,107284000470,35
305   03,104714500091,36
305   03,104714500350,37
305   03,104714500141,38
305   03,107284000150,39
305   03,111890405213,40
305   03,111890405123,41
305   03,111890404997,42
305   03,111890404701,43
305   03,111890404644,44
305   03,130312000050,45
305   04,130311900120,1
305   04,111890404653,2
305   04,111890404996,3
305   04,111890405010,4
305   04,111890405210,5
305   04,107284000070,6
305   04,107284000195,7
305   04,107284000301,8
305   04,107284000471,9
305   04,107284000470,10
305   04,107284000300,11
305   04,107284000150,12
305   04,111890405213,13
305   04,111890405123,14
305   04,111890404997,15
305   04,111890404701,16
305   04,111890404644,17
305   04,130312000050,18
3050  01,130311900120,1
3050  01,111890400300,2
3050  01,111890403855,3
3050  01,111890403515,4
3050  01,111890400048,5
3050  01,111890400700,6
3050  01,111890402221,7
3050  01,111890400329,8
3050  01,111890400017,9
3050  01,111890400800,10
3050  01,111890400507,11
3050  01,111890400071,12
3050  01,101032004435,13
3050  01,101032003993,14
3050  01,101032003651,15
3050  01,101032002681,16
3050  01,101032002367,17
3050  01,101032002119,18
3050  01,101032000929,19
3050  01,101032000665,20
3050  01,101032000039,21
3050  01,101031709230,22
3050  01,101031709870,23
3050  01,101031709601,24
3050  01,101031707515,25
3050  01,101031703117,26
3050  01,101031703001,27
3050  01,101031702501,28
3050  01,104799602165,29
3050  01,104799601805,30
3050  01,104799601255,31
3050  01,104799600711,32
3050  01,104799600463,33
3050  01,104799600221,34
3050  01,105558500595,35
3050  01,105558500363,36
3050  01,100125902323,37
3050  01,100125901901,38
3050  01,100226400595,39
3050  01,100226400121,40
3050  01,103355000045,41
3050  01,101042000800,42
3050  01,105873100464,43
3050  01,105873100762,44
3050  01,105873101034,45
3050  01,104799600260,46
3050  01,104799600664,47
3050  01,104799600900,48
3050  01,104799601428,49
3050  01,104799601692,50
3050  01,104799601900,51
3050  01,104799602190,52
3050  01,101031702906,53
3050  01,101031702500,54
3050  01,101031702750,55
3050  01,101031703110,56
3050  01,101031707500,57
3050  01,101031708230,58
3050  01,101032000336,59
3050  01,101032000824,60
3050  01,101032002708,61
3050  01,101032003258,62
3050  01,101032004080,63
3050  01,107106602326,64
3050  01,111890400004,65
3050  01,111890400390,66
3050  01,111890400875,67
3050  01,111890400018,68
3050  01,111890400328,69
3050  01,111890402300,70
3050  01,111890402222,71
3050  01,111890400777,72
3050  01,111890402500,73
3050  01,111890403510,74
3050  01,111890403750,75
3050  01,111890400309,76
3050  01,111890400340,77
3050  01,130312000050,78
3050  10,130311900120,1
3050  10,111890400300,2
3050  10,111890403855,3
3050  10,111890403515,4
3050  10,111890400048,5
3050  10,111890400700,6
3050  10,111890402221,7
3050  10,111890400329,8
3050  10,111890400017,9
3050  10,111890400800,10
3050  10,111890400507,11
3050  10,111890400071,12
3050  10,101032004435,13
3050  10,101032003993,14
3050  10,101032003651,15
3050  10,101032002681,16
3050  10,101032002367,17
3050  10,101032002119,18
3050  10,101032000929,19
3050  10,101032000665,20
3050  10,101032000039,21
3050  10,101031709230,22
3050  10,101031709870,23
3050  10,101031709601,24
3050  10,101031707515,25
3050  10,101031703117,26
3050  10,101031703001,27
3050  10,101031702501,28
3050  10,104799602165,29
3050  10,104799601805,30
3050  10,104799601255,31
3050  10,104799600711,32
3050  10,104799600463,33
3050  10,104799600221,34
3050  10,106799800554,35
3050  10,130312000050,36
3050  14,130311900120,1
3050  14,111890400300,2
3050  14,111890403855,3
3050  14,111890403515,4
3050  14,111890400048,5
3050  14,111890400700,6
3050  14,111890402221,7
3050  14,111890400329,8
3050  14,111890400017,9
3050  14,111890400800,10
3050  14,111890400507,11
3050  14,111890400071,12
3050  14,101032004435,13
3050  14,101032003993,14
3050  14,101032003651,15
3050  14,101032002681,16
3050  14,101032002367,17
3050  14,101032002119,18
3050  14,101032000929,19
3050  14,101032000665,20
3050  14,101032000039,21
3050  14,101031709230,22
3050  14,101031709870,23
3050  14,101031709601,24
3050  14,101031707515,25
3050  14,101031703117,26
3050  14,101031703110,27
3050  14,101031707500,28
3050  14,101031708230,29
3050  14,101032000336,30
3050  14,101032000824,31
3050  14,101032002708,32
3050  14,101032003258,33
3050  14,101032004080,34
3050  14,107106602326,35
3050  14,111890400004,36
3050  14,111890400390,37
3050  14,111890400875,38
3050  14,111890400018,39
3050  14,111890400328,40
3050  14,111890402300,41
3050  14,111890402222,42
3050  14,111890400777,43
3050  14,111890402500,44
3050  14,111890403510,45
3050  14,111890403750,46
3050  14,111890400309,47
3050  14,111890400340,48
3050  14,130312000050,49
3050  15,101032003993,1
3050  15,105558500595,2
3050  15,105558500363,3
3050  15,100125902323,4
3050  15,100125901901,5
3050  15,100226400595,6
3050  15,103355000045,7
3050  15,101042000800,8
3050  15,105873100464,9
3050  15,105873100762,10
3050  15,105873101034,11
3050  15,104799600260,12
3050  15,104799600664,13
3050  15,104799600900,14
3050  15,104799601428,15
3050  15,104799601692,16
3050  15,104799602190,17
3050  15,101031702906,18
3050  15,101031702500,19
3050  15,101031702750,20
3050  15,101031703110,21
3050  15,101031707500,22
3050  15,101031708230,23
3050  15,101032000336,24
3050  15,101032000824,25
3050  15,101032002708,26
3050  15,101032003258,27
3050  15,101032004080,28
3050  15,107106602326,29
3050  15,111890400004,30
3050  15,111890400390,31
3050  15,111890400875,32
3050  15,111890400018,33
3050  15,111890400328,34
3050  15,111890402300,35
3050  15,111890402222,36
3050  15,111890400777,37
3050  15,111890402500,38
3050  15,111890403510,39
3050  15,111890403750,40
3050  15,111890400309,41
3050  15,111890400340,42
3050  15,130312000050,43
3050  16,130311900120,1
3050  16,111890400300,2
3050  16,111890403855,3
3050  16,111890403515,4
3050  16,111890400048,5
3050  16,111890400700,6
3050  16,111890402221,7
3050  16,111890400329,8
3050  16,111890400017,9
3050  16,111890400800,10
3050  16,111890400507,11
3050  16,111890400071,12
3050  16,101032004435,13
3050  16,101032003993,14
3050  16,101032003651,15
3050  16,101032002681,16
3050  16,101032002367,17
3050  16,101032002119,18
3050  16,101032000929,19
3050  16,101032000665,20
3050  16,101032000039,21
3050  16,101031709230,22
3050  16,101031709870,23
3050  16,101031709601,24
3050  16,101031707515,25
3050  16,101031703117,26
3050  16,101031703001,27
3050  16,101031702501,28
3050  16,104799602165,29
3050  16,104799601805,30
3050  16,104799601255,31
3050  16,104799600711,32
3050  16,104799600463,33
3050  16,104799600221,34
3050  16,105558500595,35
3050  16,105558500363,36
3050  16,100125902323,37
3050  16,100125901901,38
3050  16,100226400595,39
3050  16,103355000045,40
3050  16,101042000800,41
3050  16,105873100464,42
3050  16,105873100762,43
3050  16,105873101034,44
3050  16,130312000050,45
3050  17,130311900120,1
3050  17,106799800554,2
3050  17,104799600260,3
3050  17,104799600664,4
3050  17,104799600900,5
3050  17,104799601428,6
3050  17,104799601692,7
3050  17,104799602190,8
3050  17,101031702906,9
3050  17,101031702500,10
3050  17,101031702750,11
3050  17,101031703110,12
3050  17,101031707500,13
3050  17,101031708230,14
3050  17,101032000336,15
3050  17,101032000824,16
3050  17,101032002708,17
3050  17,101032003258,18
3050  17,101032004080,19
3050  17,107106602326,20
3050  17,111890400004,21
3050  17,111890400390,22
3050  17,111890400875,23
3050  17,111890400018,24
3050  17,111890400328,25
3050  17,111890402300,26
3050  17,111890402222,27
3050  17,111890400777,28
3050  17,111890402500,29
3050  17,111890403510,30
3050  17,111890403750,31
3050  17,111890400309,32
3050  17,111890400340,33
3050  17,130312000050,34
3051  01,107385600600,1
3051  01,102842300170,2
3051  01,102774900148,3
3051  01,102771000775,4
3051  01,102771000507,5
3051  01,102771000385,6
3051  01,102771000027,7
3051  01,105559803022,8
3051  01,103044800245,9
3051  01,104984702705,10
3051  01,104984702645,11
3051  01,104984702599,12
3051  01,104984702535,13
3051  01,111890402221,14
3051  01,111890400329,15
3051  01,111890400017,16
3051  01,111890400800,17
3051  01,111890400507,18
3051  01,111890400071,19
3051  01,107106602059,20
3051  01,107106601915,21
3051  01,107106601713,22
3051  01,107106601555,23
3051  01,107106601351,24
3051  01,107106601111,25
3051  01,107106600845,26
3051  01,107106600387,27
3051  01,104388100126,28
3051  01,104388100280,29
3051  01,104388100560,30
3051  01,104388100684,31
3051  01,104388100894,32
3051  01,104388101038,33
3051  01,104388101274,34
3051  01,103888400280,35
3051  01,103888400362,36
3051  01,103888400430,37
