id_linha,id_ponto,ordem
103   01,101117400156,28
103   01,102322800110,29
103   01,102322800226,30
103   01,102322800326,31
103   01,102322800498,32
103   01,102322800532,33
103   01,102322800660,34
103   01,117235100042,35
103   01,130144800062,36
103   01,108920400210,37
103   01,108920400322,38
103   01,100006700452,39
103   01,102315500065,40
103   01,108844400005,41
103   01,101404300037,42
103   01,112720600521,43
1030  05,101722811675,1
1030  05,100125900388,2
1030  05,100125900776,3
1030  05,100125902372,4
1030  05,100125902770,5
1030  05,100125903000,6
1030  05,100125903328,7
1030  05,100125903678,8
1030  05,100125903880,9
1030  05,100125904114,10
1030  05,100125904318,11
1030  05,100770600049,12
1030  05,100125904171,13
1030  05,100125903877,14
1030  05,100125903629,15
1030  05,100125903577,16
1030  05,100125903239,17
1030  05,100125902981,18
1030  05,100125902755,19
1030  05,100125900749,20
1030  05,100125900367,21
1030  05,101722811675,22
104   01,101722811675,1
104   01,101722811530,2
104   01,100125900388,3
104   01,100125900776,4
104   01,100125901162,5
104   01,100125901534,6
104   01,100125901908,7
104   01,100125902372,8
104   01,100125902770,9
104   01,100125903000,10
104   01,100125903328,11
104   01,105071400452,12
104   01,100125903577,13
104   01,100125903239,14
104   01,100125902981,15
104   01,100125902755,16
104   01,100125902323,17
104   01,100125901901,18
104   01,100125901421,19
104   01,100125901149,20
104   01,100125900749,21
104   01,100125900367,22
104   01,101722811675,23
105   01,100047300510,1
105   01,108115501022,2
105   01,108115501320,3
105   01,108115501582,4
105   01,108115501900,5
105   01,108115502020,6
105   01,108115502244,7
105   01,102605202323,8
105   01,102605201897,9
105   01,102605201545,10
105   01,102605201295,11
105   01,100673100474,12
105   01,100314000885,13
105   01,100314000687,14
105   01,100314000303,15
105   01,100047300510,16
105   03,100047300510,1
105   03,108124300150,2
105   03,100314000298,3
105   03,106682500482,4
105   03,100673100609,5
105   03,100673100325,6
105   03,108115501320,7
105   03,108115501582,8
105   03,108115501900,9
105   03,108115502020,10
105   03,108115502244,11
105   03,102605202323,12
105   03,102605201897,13
105   03,102605201545,14
105   03,102605201295,15
105   03,100673100474,16
105   03,100314000885,17
105   03,100314000687,18
105   03,100314000303,19
105   03,100047300510,20
107   01,117230800001,1
107   01,117230800070,2
107   01,117230800138,3
107   01,117230800196,4
107   01,130162300275,5
107   01,130162300185,6
107   01,130162300035,7
107   01,101739800421,8
107   01,101291800616,9
107   01,100236500195,10
107   01,101998600331,11
107   01,101998600057,12
107   01,105195000791,13
107   01,105195000657,14
107   01,105068201014,15
107   01,105068201206,16
107   01,101299000358,17
107   01,101299000530,18
107   01,101299000774,19
107   01,130162300040,20
107   01,130162300275,21
107   01,117230800203,22
107   01,117230800131,23
107   01,117230800071,24
107   01,117230800001,25
1145  01,105698100330,1
1145  01,106869800509,2
1145  01,106869800251,3
1145  01,106869800111,4
1145  01,111890400071,5
1145  01,111890400004,6
1145  01,103448001247,7
1145  01,103448000821,8
1145  01,103448000619,9
1145  01,103448000387,10
1145  01,103448000199,11
1145  01,108106700045,12
1145  01,104562900106,13
1145  01,105908100325,14
1145  01,104199000122,15
1145  01,102365000262,16
1145  01,105514000085,17
1145  01,108351300060,18
1145  01,300542500345,19
1145  01,300542500065,20
1145  01,300154809406,21
1145  01,100314009615,22
1145  01,100314008787,23
1145  01,100314008355,24
1145  01,100314007055,25
1145  01,100314006555,26
1145  01,100314005385,27
1145  01,100314005055,28
1145  01,100314003787,29
1145  01,100314003475,30
1145  01,100314003203,31
1145  01,100314003045,32
1145  01,100314002431,33
1145  01,100314001887,34
1145  01,106768202307,35
1145  01,106346401333,36
1145  01,106346400901,37
1145  01,101909000862,38
1145  01,100314001518,39
1145  01,100314002054,40
1145  01,100314002536,41
1145  01,100314002886,42
1145  01,100314003200,43
1145  01,100314003718,44
1145  01,100314004444,45
1145  01,100314005100,46
1145  01,100314005438,47
1145  01,100314006020,48
1145  01,100314006500,49
1145  01,100314007100,50
1145  01,100314007650,51
1145  01,100314008292,52
1145  01,100314008720,53
1145  01,100314009610,54
1145  01,300154809407,55
1145  01,300154804123,56
1145  01,300542500250,57
1145  01,105514000032,58
1145  01,105514000126,59
1145  01,105514000256,60
1145  01,105514000452,61
1145  01,105908100284,62
1145  01,104562900111,63
1145  01,105909400036,64
1145  01,108106700010,65
1145  01,103448000208,66
1145  01,103448000420,67
1145  01,103448000556,68
1145  01,103448000670,69
1145  01,103448000950,70
1145  01,103448001230,71
1145  01,106869800154,72
1145  01,105698100080,73
1145  01,105698100330,74
1170  01,100770600050,1
1170  01,100125904171,2
1170  01,100125903877,3
1170  01,100125903629,4
1170  01,100125903239,5
1170  01,100125902981,6
1170  01,100125902755,7
1170  01,108125600449,8
1170  01,108125600840,9
1170  01,108125601190,10
1170  01,108125601620,11
1170  01,101722806608,12
1170  01,103810600250,13
1170  01,105577400444,14
1170  01,105577400818,15
1170  01,105577400998,16
1170  01,105577401330,17
1170  01,106084400050,18
1170  01,106084400288,19
1170  01,109162200174,20
1170  01,109162200388,21
1170  01,109162200630,22
1170  01,100813100170,23
1170  01,110880200054,24
1170  01,100608900523,25
1170  01,111040800022,26
1170  01,104038900525,27
1404A 03,106223101440,1
1404A 03,106223101600,2
1404A 03,106223102842,3
1404A 03,106223103074,4
1404A 03,108967700341,5
1404A 03,108967700075,6
1404A 03,108965100159,7
1404A 03,108965100069,8
1404A 03,108957600493,9
1404A 03,108957600179,10
1404A 03,108957600015,11
1404A 03,108972400739,12
1404A 03,109145900072,13
1404A 03,102229401911,14
1404A 03,102229401781,15
1404A 03,102229401651,16
1404A 03,102229401511,17
1404A 03,102229401371,18
1404A 03,102229401181,19
1404A 03,103947001081,20
1404A 03,101565400072,21
1404A 03,103947000771,22
1404A 03,101186800961,23
1404A 03,103477000301,24
1404A 03,101950000191,25
1404A 03,103348700261,26
1404A 03,103348700191,27
1404A 03,103348700031,28
1404A 03,107106600007,29
1404A 03,101220900423,30
1404A 03,104018701117,31
1404A 03,104018700979,32
1404A 03,104018700733,33
1404A 03,104018700353,34
1404A 03,104018700075,35
1404A 03,101990401331,36
1404A 03,104980600457,37
1404A 03,104980600285,38
1404A 03,100314003887,39
1404A 03,100314003717,40
1404A 03,100314003403,41
1404A 03,100314003155,42
1404A 03,100314002863,43
1404A 03,100314002481,44
1404A 03,100314002111,45
1404A 03,100314001887,46
1404A 03,106768202307,47
1404A 03,106346401233,48
1404A 03,106346400901,49
1404A 03,106996500560,50
1404A 03,106996500836,51
1404A 03,105129400140,52
1404A 03,105129400312,53
1404A 03,105129400480,54
1404A 03,105129400752,55
1404A 03,105129400920,56
1404A 03,105129401116,57
1404A 03,105129401286,58
1404A 03,105129401632,59
1404A 03,105129401984,60
1404A 03,105129402390,61
1404A 03,105129402636,62
1404A 03,105207000096,63
1404A 03,105207000280,64
1404A 03,105207000518,65
1404A 03,105207000684,66
1404A 03,105207001026,67
1404A 03,100063400440,68
1404A 03,101970200030,69
1404A 03,101970200210,70
1404A 03,103814700100,71
1404A 03,103814700420,72
1404A 03,101601000100,73
1404A 03,101601000500,74
1404A 03,104461300367,75
1404A 03,102892800122,76
1404A 03,102892800396,77
1404A 03,103792600065,78
1404A 03,100063402326,79
1404A 03,100063403000,80
1404A 03,110112200120,81
1404A 03,110124900691,82
1404A 03,110124900547,83
1404A 03,110122300074,84
1404A 03,110141200578,85
1404A 03,110313000138,86
1404A 03,110327200340,87
1404A 03,110327200520,88
1404A 03,110141201286,89
1404A 03,110302701417,90
1404A 03,110302701237,91
1404A 03,110302700915,92
1404A 03,110302700659,93
1404A 03,110302700559,94
1404A 03,110302700630,95
1404A 03,110302700724,96
1404A 03,110302700904,97
1404A 03,112325900269,98
1404A 03,112325900027,99
1404A 03,110302700630,100
1404A 03,110302700724,101
1404A 03,110302700904,102
1404A 05,110302700904,1
1404A 05,110302701346,2
1404A 05,110141201511,3
1404A 05,110141201287,4
1404A 05,110327200555,5
1404A 05,110327200341,6
1404A 05,110313000137,7
1404A 05,110122300487,8
1404A 05,110124900564,9
1404A 05,110124900746,10
1404A 05,110112200191,11
1404A 05,100063403041,12
1404A 05,100063402297,13
1404A 05,100063402027,14
1404A 05,100063401867,15
1404A 05,100063401709,16
1404A 05,100063401499,17
1404A 05,100063401205,18
1404A 05,100063400987,19
1404A 05,100063400745,20
1404A 05,100063400559,21
1404A 05,100063400385,22
1404A 05,105207001005,23
1404A 05,104983400693,24
1404A 05,104983400561,25
1404A 05,104983400261,26
1404A 05,104983400065,27
1404A 05,105456701441,28
1404A 05,105456701241,29
1404A 05,105456700985,30
1404A 05,105456700791,31
1404A 05,105456700559,32
1404A 05,105456700269,33
1404A 05,105456700077,34
1404A 05,106889001039,35
1404A 05,106889000819,36
1404A 05,106889000557,37
1404A 05,106889000383,38
1404A 05,106889000071,39
1404A 05,103140001168,40
1404A 05,100537600037,41
1404A 05,106994001089,42
1404A 05,106994000855,43
1404A 05,101909000656,44
1404A 05,101909000862,45
1404A 05,100314001476,46
1404A 05,100314001886,47
1404A 05,100314002264,48
1404A 05,100314002532,49
1404A 05,100314003060,50
1404A 05,100314003410,51
1404A 05,100314003826,52
1404A 05,103965700183,53
1404A 05,101990400792,54
1404A 05,101990401026,55
1404A 05,101990401316,56
1404A 05,104018700084,57
1404A 05,104018700426,58
1404A 05,104018700760,59
1404A 05,104018700892,60
1404A 05,104018701128,61
1404A 05,101220900358,62
1404A 05,101220900496,63
1404A 05,107106600022,64
1404A 05,103348700066,65
1404A 05,103348700150,66
1404A 05,103348700260,67
1404A 05,103477000100,68
1404A 05,103477000290,69
1404A 05,101186800960,70
1404A 05,103947000792,71
1404A 05,103947000900,72
1404A 05,103947001192,73
1404A 05,102229401190,74
1404A 05,102229401342,75
1404A 05,102229401512,76
1404A 05,102229401670,77
1404A 05,102229401770,78
1404A 05,108953501782,79
1404A 05,109145900049,80
1404A 05,108972400738,81
1404A 05,108957600028,82
1404A 05,108957600088,83
1404A 05,108957600576,84
1404A 05,108965100084,85
1404A 05,108965100252,86
1404A 05,108967700132,87
1404A 05,101812000050,88
1404A 05,106223102841,89
1404A 05,106223102393,90
1404A 05,106223102335,91
1404A 05,106223101141,92
1404A 05,106223100809,93
1404A 05,106223101440,94
1404C 01,109285500070,1
1404C 01,109991400145,2
1404C 01,108023800048,3
1404C 01,104636000637,4
1404C 01,104636000537,5
1404C 01,104636000405,6
1404C 01,106154400165,7
1404C 01,106154400025,8
1404C 01,104764000523,9
1404C 01,104764000411,10
1404C 01,106301700083,11
1404C 01,112170403835,12
1404C 01,112170403645,13
1404C 01,100286002371,14
1404C 01,100286001963,15
1404C 01,100286001905,16
1404C 01,100286001485,17
1404C 01,100286001325,18
1404C 01,100286001163,19
1404C 01,100286000853,20
1404C 01,100286000645,21
1404C 01,100286000427,22
1404C 01,108062900951,23
1404C 01,108062900555,24
1404C 01,108062900235,25
1404C 01,105207001005,26
1404C 01,104983400693,27
1404C 01,104983400561,28
1404C 01,104983400065,29
1404C 01,105456701441,30
1404C 01,105456701241,31
1404C 01,105456700985,32
1404C 01,105456700791,33
1404C 01,105456700559,34
1404C 01,105456700269,35
1404C 01,105456700077,36
1404C 01,106889001039,37
1404C 01,106889000819,38
1404C 01,106889000557,39
1404C 01,106889000383,40
1404C 01,106889000071,41
1404C 01,103140001168,42
1404C 01,100537600037,43
1404C 01,106994001089,44
1404C 01,106994000855,45
1404C 01,101909000656,46
1404C 01,101909000862,47
1404C 01,100314001476,48
1404C 01,100314001886,49
1404C 01,100314002264,50
1404C 01,100314002532,51
1404C 01,100314003060,52
1404C 01,100314003410,53
1404C 01,100314003826,54
1404C 01,103965700183,55
1404C 01,101990400792,56
1404C 01,101990401026,57
1404C 01,101990401316,58
1404C 01,104018700084,59
1404C 01,104018700426,60
1404C 01,104018700760,61
1404C 01,104018700892,62
1404C 01,104018701128,63
1404C 01,101220900358,64
1404C 01,101220900496,65
1404C 01,107106600022,66
1404C 01,103348700066,67
1404C 01,103348700150,68
1404C 01,103348700260,69
1404C 01,101950000120,70
1404C 01,101856400390,71
1404C 01,101856400600,72
1404C 01,105043700082,73
1404C 01,101565400209,74
1404C 01,103947001192,75
1404C 01,102229401190,76
1404C 01,102229401342,77
1404C 01,108990000420,78
1404C 01,108990000610,79
1404C 01,108158700873,80
1404C 01,102173000419,81
1404C 01,102173000225,82
1404C 01,104878400041,83
1404C 01,102173000182,84
1502  01,106654800220,1
1502  01,106654800270,2
1502  01,106654800560,3
1502  01,106654800790,4
1502  01,106654801040,5
1502  01,106654801130,6
1502  01,108224600051,7
1502  01,108227400165,8
1502  01,105210100080,9
1502  01,105234400205,10
1502  01,105234400061,11
1502  01,104622800999,12
1502  01,104622800431,13
1502  01,104622800333,14
1502  01,103737401137,15
1502  01,103737400985,16
1502  01,103737400035,17
1502  01,104011800165,18
1502  01,104000400101,19
1502  01,110448000095,20
1502  01,110448000011,21
1502  01,101865206721,22
1502  01,101865204731,23
1502  01,101865204025,24
1502  01,103673403923,25
1502  01,103673403837,26
1502  01,103673403641,27
1502  01,103673403389,28
1502  01,103673403065,29
1502  01,103673402811,30
1502  01,103673402419,31
1502  01,103673402227,32
1502  01,103673402029,33
1502  01,103673401839,34
1502  01,103673401467,35
1502  01,103673401169,36
1502  01,103673400761,37
1502  01,103673400479,38
1502  01,103673400237,39
1502  01,105493200884,40
