id_viagem,horario_saida,id_ponto,id_linha
303   011010070820,08:20:00,130311900120,303   01
303   011010070850,08:50:00,130311900120,303   01
303   011010071620,16:20:00,130311900120,303   01
303   011010072020,20:20:00,130311900120,303   01
303   011010072320,23:20:00,130311900120,303   01
631   021070020015,00:15:00,110998800036,631   02
8103  032070020300,03:00:00,104038900495,8103  03
8102  021080080005,00:05:00,106583500151,8102  02
304   011010070745,07:45:00,130311900120,304   01
304   011010071145,11:45:00,130311900120,304   01
304   011010071345,13:45:00,130311900120,304   01
304   011010071545,15:45:00,130311900120,304   01
304   011010071745,17:45:00,130311900120,304   01
304   011010071845,18:45:00,130311900120,304   01
304   011010072315,23:15:00,130311900120,304   01
321   011070050600,06:00:00,110256000098,321   01
321   011070050800,08:00:00,110256000098,321   01
321   011070050900,09:00:00,110256000098,321   01
321   011070051230,12:30:00,110256000098,321   01
321   011070051300,13:00:00,110256000098,321   01
321   011070051400,14:00:00,110256000098,321   01
321   011070051500,15:00:00,110256000098,321   01
321   011070051730,17:30:00,110256000098,321   01
321   011070051900,19:00:00,110256000098,321   01
321   011070052240,22:40:00,110256000098,321   01
201   011010060630,06:30:00,117062002431,201   01
201   011010061915,19:15:00,117062002431,201   01
201   021010041345,13:45:00,117062002431,201   02
321   011010050640,06:40:00,110256000098,321   01
321   011010051100,11:00:00,110256000098,321   01
321   011010051530,15:30:00,110256000098,321   01
633   021010040215,02:15:00,110998800036,633   02
3301A 011010121000,10:00:00,108296800379,3301A 01
3301A 011010121730,17:30:00,108296800379,3301A 01
4410  011010050600,06:00:00,107104000671,4410  01
4410  011010051130,11:30:00,107104000671,4410  01
533   012010030630,06:30:00,103538100075,533   01
533   012010031230,12:30:00,103538100075,533   01
533   012010031430,14:30:00,103538100075,533   01
533   012010031530,15:30:00,103538100075,533   01
533   012010031630,16:30:00,103538100075,533   01
533   012010032100,21:00:00,103538100075,533   01
535   011010050600,06:00:00,600001100057,535   01
535   011010050900,09:00:00,600001100057,535   01
535   011010050930,09:30:00,600001100057,535   01
535   011010051130,11:30:00,600001100057,535   01
535   011010051500,15:00:00,600001100057,535   01
535   011010051600,16:00:00,600001100057,535   01
310   011010100515,05:15:00,130311900120,310   01
310   011010100645,06:45:00,130311900120,310   01
310   011010101015,10:15:00,130311900120,310   01
310   011010101245,12:45:00,130311900120,310   01
335   011010082300,23:00:00,100980200007,335   01
335   011010082330,23:30:00,100980200007,335   01
315   011010070730,07:30:00,100980200007,315   01
315   011010070830,08:30:00,100980200007,315   01
315   011010071100,11:00:00,100980200007,315   01
315   011010071200,12:00:00,100980200007,315   01
315   011010071500,15:00:00,100980200007,315   01
315   011010071600,16:00:00,100980200007,315   01
315   011010072245,22:45:00,100980200007,315   01
315   011010072340,23:40:00,100980200007,315   01
4802A 032010050100,01:00:00,104830900830,4802A 03
8101  031010010900,09:00:00,105803500405,8101  03
8101  031010011030,10:30:00,105803500405,8101  03
8101  031010011400,14:00:00,105803500405,8101  03
8101  031010011630,16:30:00,105803500405,8101  03
8101  031010012000,20:00:00,105803500405,8101  03
8101  031010012130,21:30:00,105803500405,8101  03
8101  031010012200,22:00:00,105803500405,8101  03
625   021010090130,01:30:00,107042600140,625   02
625   021010090210,02:10:00,107042600140,625   02
633   021070040045,00:45:00,110998800036,633   02
633   021080060130,01:30:00,110998800036,633   02
8103  032010020115,01:15:00,104038900495,8103  03
318   021070080055,00:55:00,100980200007,318   02
327   031070070030,00:30:00,100980200007,327   03
327   031070070110,01:10:00,100980200007,327   03
327   031070070230,02:30:00,100980200007,327   03
337   011010020510,05:10:00,100980200007,337   01
337   011010021140,11:40:00,100980200007,337   01
342   021070020130,01:30:00,100980200007,342   02
4150  022010080640,06:40:00,101438700550,4150  02
4150  022010081310,13:10:00,101438700550,4150  02
4150  022010081740,17:40:00,101438700550,4150  02
4150  022010081940,19:40:00,101438700550,4150  02
3503A 021070050230,02:30:00,111797000194,3503A 02
3503A 021070050250,02:50:00,111797000194,3503A 02
507   011010040730,07:30:00,108064400267,507   01
507   011010041000,10:00:00,108064400267,507   01
507   011010041200,12:00:00,108064400267,507   01
507   011010041430,14:30:00,108064400267,507   01
507   011010041800,18:00:00,108064400267,507   01
507   011010042030,20:30:00,108064400267,507   01
SC01B 011070130822,08:22:00,101722810021,SC01B 01
SC01B 011070131144,11:44:00,101722810021,SC01B 01
SC01B 011070131209,12:09:00,101722810021,SC01B 01
SC01B 011070131322,13:22:00,101722810021,SC01B 01
SC01B 011070131352,13:52:00,101722810021,SC01B 01
SC01B 011070131524,15:24:00,101722810021,SC01B 01
SC01B 011070131624,16:24:00,101722810021,SC01B 01
SC01B 011070131804,18:04:00,101722810021,SC01B 01
SC01B 011070132029,20:29:00,101722810021,SC01B 01
9408  011010151925,19:25:00,101794000010,9408  01
9408  011010152255,22:55:00,101794000010,9408  01
9410  011010250550,05:50:00,102346001085,9410  01
9410  011010251220,12:20:00,102346001085,9410  01
9410  011010251720,17:20:00,102346001085,9410  01
9410  011010251820,18:20:00,102346001085,9410  01
2101  021010130554,05:54:00,106588902151,2101  02
2101  021010130814,08:14:00,106588902151,2101  02
2101  021010131051,10:51:00,106588902151,2101  02
2101  021010131321,13:21:00,106588902151,2101  02
2101  021010131451,14:51:00,106588902151,2101  02
326   011010121230,12:30:00,100980200007,326   01
326   011010121500,15:00:00,100980200007,326   01
326   011010121530,15:30:00,100980200007,326   01
326   011010121830,18:30:00,100980200007,326   01
326   011010121900,19:00:00,100980200007,326   01
329   011010100600,06:00:00,100980200007,329   01
329   011010100900,09:00:00,100980200007,329   01
329   011010101500,15:00:00,100980200007,329   01
329   011010101900,19:00:00,100980200007,329   01
329   011010102130,21:30:00,100980200007,329   01
340   011010041000,10:00:00,100980200007,340   01
340   011010041100,11:00:00,100980200007,340   01
340   011010041200,12:00:00,100980200007,340   01
340   011010041330,13:30:00,100980200007,340   01
340   011010041400,14:00:00,100980200007,340   01
340   011010041530,15:30:00,100980200007,340   01
340   011010041730,17:30:00,100980200007,340   01
340   011010042230,22:30:00,100980200007,340   01
821   011010040930,09:30:00,103261701820,821   01
821   011010041130,11:30:00,103261701820,821   01
821   011010041330,13:30:00,103261701820,821   01
821   011010041500,15:00:00,103261701820,821   01
821   011010041630,16:30:00,103261701820,821   01
821   011010041800,18:00:00,103261701820,821   01
8208  011010110515,05:15:00,103897200036,8208  01
8208  011010110915,09:15:00,103897200036,8208  01
8208  011010110945,09:45:00,103897200036,8208  01
8208  011010111045,10:45:00,103897200036,8208  01
8208  011010111415,14:15:00,103897200036,8208  01
8208  011010111445,14:45:00,103897200036,8208  01
8208  011010111515,15:15:00,103897200036,8208  01
8208  011010111545,15:45:00,103897200036,8208  01
8208  011010111945,19:45:00,103897200036,8208  01
8208  011010112115,21:15:00,103897200036,8208  01
8208  011010112315,23:15:00,103897200036,8208  01
4403D 011070120600,06:00:00,104147000010,4403D 01
4403D 011070120640,06:40:00,104147000010,4403D 01
4403D 011070120740,07:40:00,104147000010,4403D 01
4403D 011070120925,09:25:00,104147000010,4403D 01
4403D 011070121145,11:45:00,104147000010,4403D 01
4403D 011070121538,15:38:00,104147000010,4403D 01
4403D 011070121850,18:50:00,104147000010,4403D 01
4801A 011010201200,12:00:00,109207300780,4801A 01
4801A 011010201500,15:00:00,109207300780,4801A 01
4801A 011010201900,19:00:00,109207300780,4801A 01
4801A 011010202300,23:00:00,109207300780,4801A 01
4801A 021010130830,08:30:00,109207300780,4801A 02
4801A 021010131030,10:30:00,109207300780,4801A 02
4801A 021010131430,14:30:00,109207300780,4801A 02
4801A 021010131630,16:30:00,109207300780,4801A 02
105   011010060800,08:00:00,100047300510,105   01
105   011010061300,13:00:00,100047300510,105   01
105   011010061330,13:30:00,100047300510,105   01
105   011010061730,17:30:00,100047300510,105   01
4106  011010091900,19:00:00,105225600340,4106  01
4106  011010092230,22:30:00,105225600340,4106  01
4106  021010090600,06:00:00,105225600340,4106  02
4106  021010091500,15:00:00,105225600340,4106  02
4106  021010091530,15:30:00,105225600340,4106  02
9214  032010011030,10:30:00,111578600295,9214  03
9214  032010011230,12:30:00,111578600295,9214  03
9214  032010011430,14:30:00,111578600295,9214  03
9214  032010011630,16:30:00,111578600295,9214  03
342   021010020250,02:50:00,100980200007,342   02
203   011080150705,07:05:00,108253600219,203   01
203   011080150725,07:25:00,108253600219,203   01
203   011080150905,09:05:00,108253600219,203   01
203   011080151705,17:05:00,108253600219,203   01
203   011080151725,17:25:00,108253600219,203   01
203   011080151845,18:45:00,108253600219,203   01
203   011080152005,20:05:00,108253600219,203   01
325   021010030025,00:25:00,100980200007,325   02
85    011080010645,06:45:00,101865205600,85    01
85    011080011300,13:00:00,101865205600,85    01
85    011080011420,14:20:00,101865205600,85    01
85    011080011540,15:40:00,101865205600,85    01
85    011080011800,18:00:00,101865205600,85    01
85    011080011815,18:15:00,101865205600,85    01
85    011080012000,20:00:00,101865205600,85    01
85    011080012040,20:40:00,101865205600,85    01
85    011080012140,21:40:00,101865205600,85    01
5250  021010010050,00:50:00,105481603700,5250  02
5250  021010010150,01:50:00,105481603700,5250  02
51    021010020035,00:35:00,105481603700,51    02
51    021070020255,02:55:00,105481603700,51    02
51    021080030015,00:15:00,105481603700,51    02
9412  131010060235,02:35:00,112884500155,9412  13
4802A 032070090100,01:00:00,104830900830,4802A 03
4802A 051010060500,05:00:00,106534300002,4802A 05
4802A 051010060900,09:00:00,106534300002,4802A 05
4802A 051010061719,17:19:00,106534300002,4802A 05
4802A 051010062120,21:20:00,106534300002,4802A 05
644   021010010045,00:45:00,105481603700,644   02
331   011080241600,16:00:00,100980200007,331   01
331   011080241620,16:20:00,100980200007,331   01
331   011080241720,17:20:00,100980200007,331   01
5106  012010021940,19:40:00,101438700550,5106  01
5106  032010020920,09:20:00,101438700550,5106  03
33    011010140800,08:00:00,100980200007,33    01
33    011010141200,12:00:00,100980200007,33    01
33    011010141640,16:40:00,100980200007,33    01
33    011010141815,18:15:00,100980200007,33    01
33    011010141930,19:30:00,100980200007,33    01
33    011010142150,21:50:00,100980200007,33    01
331   021080110110,01:10:00,100980200007,331   02
5106  022070010115,01:15:00,101438700550,5106  02
5106  022070010330,03:30:00,101438700550,5106  02
331   011010090730,07:30:00,100980200007,331   01
331   011010090800,08:00:00,100980200007,331   01
331   011010091430,14:30:00,100980200007,331   01
331   011010091530,15:30:00,100980200007,331   01
331   011010091930,19:30:00,100980200007,331   01
331   011010092300,23:00:00,100980200007,331   01
9503  011010101730,17:30:00,112894600275,9503  01
9503  011010102030,20:30:00,112894600275,9503  01
9503  011010102100,21:00:00,112894600275,9503  01
327   011010100600,06:00:00,100980200007,327   01
327   011010100900,09:00:00,100980200007,327   01
327   011010102130,21:30:00,100980200007,327   01
332   011010101700,17:00:00,100980200007,332   01
332   011010101800,18:00:00,100980200007,332   01
332   011010102100,21:00:00,100980200007,332   01
640   011010060500,05:00:00,107042600140,640   01
640   011010060630,06:30:00,107042600140,640   01
640   011010062022,20:22:00,107042600140,640   01
9201  051070081830,18:30:00,100918800001,9201  05
8107  011010092030,20:30:00,103397900021,8107  01
8107  011010092315,23:15:00,103397900021,8107  01
9407  011010180520,05:20:00,102813301374,9407  01
9407  011010180740,07:40:00,102813301374,9407  01
9407  011010180820,08:20:00,102813301374,9407  01
9407  011010181030,10:30:00,102813301374,9407  01
9407  011010181130,11:30:00,102813301374,9407  01
9407  011010182230,22:30:00,102813301374,9407  01
9407  022010170830,08:30:00,104745000356,9407  02
9407  022010171515,15:15:00,104745000356,9407  02
9407  031010080720,07:20:00,102813301374,9407  03
9407  031010081240,12:40:00,102813301374,9407  03
9407  031010081830,18:30:00,102813301374,9407  03
9407  031010081930,19:30:00,102813301374,9407  03
9407  031010082200,22:00:00,102813301374,9407  03
9407  031010082300,23:00:00,102813301374,9407  03
9407  031010082350,23:50:00,102813301374,9407  03
9407  042010100640,06:40:00,104745000356,9407  04
9407  042010100730,07:30:00,104745000356,9407  04
8103  012010190030,00:30:00,104038900495,8103  01
8103  012010191020,10:20:00,104038900495,8103  01
8103  012010191113,11:13:00,104038900495,8103  01
8103  012010192005,20:05:00,104038900495,8103  01
8103  012010192105,21:05:00,104038900495,8103  01
8103  012010192205,22:05:00,104038900495,8103  01
SC01B 011010160550,05:50:00,101722810021,SC01B 01
SC01B 011010160620,06:20:00,101722810021,SC01B 01
SC01B 011010160720,07:20:00,101722810021,SC01B 01
SC01B 011010161050,10:50:00,101722810021,SC01B 01
SC01B 011010161120,11:20:00,101722810021,SC01B 01
SC01B 011010161220,12:20:00,101722810021,SC01B 01
SC01B 011010162050,20:50:00,101722810021,SC01B 01
SC01B 011010162120,21:20:00,101722810021,SC01B 01
9206  011010151707,17:07:00,100891300035,9206  01
9206  011010151907,19:07:00,100891300035,9206  01
341   011010030630,06:30:00,100980200007,341   01
341   011010030700,07:00:00,100980200007,341   01
341   011010030730,07:30:00,100980200007,341   01
341   011010030900,09:00:00,100980200007,341   01
341   011010030930,09:30:00,100980200007,341   01
341   011010031000,10:00:00,100980200007,341   01
341   011010031710,17:10:00,100980200007,341   01
341   011010031810,18:10:00,100980200007,341   01
341   011010032010,20:10:00,100980200007,341   01
341   011010032310,23:10:00,100980200007,341   01
63    061070010120,01:20:00,107042600140,63    06
63    061070010245,02:45:00,107042600140,63    06
623   011080230645,06:45:00,107042600140,623   01
623   011080230725,07:25:00,107042600140,623   01
623   011080230935,09:35:00,107042600140,623   01
623   011080231205,12:05:00,107042600140,623   01
623   011080231825,18:25:00,107042600140,623   01
623   021080212150,21:50:00,107042600140,623   02
3302A 031010150010,00:10:00,300107700825,3302A 03
3302A 031010150530,05:30:00,300107700825,3302A 03
3302A 031010150603,06:03:00,300107700825,3302A 03
3302A 031010150632,06:32:00,300107700825,3302A 03
3302A 031010150646,06:46:00,300107700825,3302A 03
3302A 031010150833,08:33:00,300107700825,3302A 03
3302A 031010150852,08:52:00,300107700825,3302A 03
3302A 031010151038,10:38:00,300107700825,3302A 03
3302A 031010151200,12:00:00,300107700825,3302A 03
3302A 031010151302,13:02:00,300107700825,3302A 03
3302A 031010151511,15:11:00,300107700825,3302A 03
3302A 031010151610,16:10:00,300107700825,3302A 03
3302A 031010151808,18:08:00,300107700825,3302A 03
3302A 031010152319,23:19:00,300107700825,3302A 03
4501  041010041330,13:30:00,110666100231,4501  04
4501  041010041430,14:30:00,110666100231,4501  04
6350  011010060700,07:00:00,110998800036,6350  01
6350  011010060800,08:00:00,110998800036,6350  01
6350  011010060940,09:40:00,110998800036,6350  01
6350  011010061300,13:00:00,110998800036,6350  01
6350  011010062000,20:00:00,110998800036,6350  01
6350  011010062140,21:40:00,110998800036,6350  01
8550  011010021000,10:00:00,101865205600,8550  01
8550  011010021630,16:30:00,101865205600,8550  01
627   021070140345,03:45:00,107042600140,627   02
5250  021080020330,03:30:00,105481603700,5250  02
337   011080050530,05:30:00,100980200007,337   01
337   011080050810,08:10:00,100980200007,337   01
337   011080051040,10:40:00,100980200007,337   01
337   011080051110,11:10:00,100980200007,337   01
337   011080051340,13:40:00,100980200007,337   01
337   011080051650,16:50:00,100980200007,337   01
337   011080051940,19:40:00,100980200007,337   01
337   011080052040,20:40:00,100980200007,337   01
8103  032080050300,03:00:00,104038900495,8103  03
4501  041080010030,00:30:00,110666100231,4501  04
8102  021070060005,00:05:00,106583500151,8102  02
8102  021070060120,01:20:00,106583500151,8102  02
8102  021070060345,03:45:00,106583500151,8102  02
638   011010100550,05:50:00,110998800036,638   01
638   011010100750,07:50:00,110998800036,638   01
638   011010100950,09:50:00,110998800036,638   01
638   011010101250,12:50:00,110998800036,638   01
638   011010101350,13:50:00,110998800036,638   01
638   011010101620,16:20:00,110998800036,638   01
638   011010101820,18:20:00,110998800036,638   01
638   011010102050,20:50:00,110998800036,638   01
4031  011010100500,05:00:00,105152800095,4031  01
4031  011010100700,07:00:00,105152800095,4031  01
4031  011010100730,07:30:00,105152800095,4031  01
4031  011010101330,13:30:00,105152800095,4031  01
4031  011010101430,14:30:00,105152800095,4031  01
4031  011010101900,19:00:00,105152800095,4031  01
4031  011010102300,23:00:00,105152800095,4031  01
342   011070050615,06:15:00,100980200007,342   01
342   011070050825,08:25:00,100980200007,342   01
342   011070050845,08:45:00,100980200007,342   01
342   011070051000,10:00:00,100980200007,342   01
342   011070051230,12:30:00,100980200007,342   01
342   011070051450,14:50:00,100980200007,342   01
342   011070052210,22:10:00,100980200007,342   01
9402  012010100540,05:40:00,102832200300,9402  01
9402  012010101540,15:40:00,102832200300,9402  01
9402  012010101810,18:10:00,102832200300,9402  01
9402  012010102140,21:40:00,102832200300,9402  01
9202  031070250020,00:20:00,100053300023,9202  03
9202  031070250545,05:45:00,100053300023,9202  03
9202  031070250715,07:15:00,100053300023,9202  03
9202  031070250900,09:00:00,100053300023,9202  03
9202  031070251117,11:17:00,100053300023,9202  03
9202  031070251210,12:10:00,100053300023,9202  03
9202  031070251342,13:42:00,100053300023,9202  03
9202  031070251705,17:05:00,100053300023,9202  03
9202  031070251945,19:45:00,100053300023,9202  03
328   021080210405,04:05:00,113029200135,328   02
9503  022010091610,16:10:00,104781300385,9503  02
342   011010040630,06:30:00,100980200007,342   01
342   011010041625,16:25:00,100980200007,342   01
342   011010042105,21:05:00,100980200007,342   01
342   011010042200,22:00:00,100980200007,342   01
4111  041070171400,14:00:00,106939800501,4111  04
4111  041070172030,20:30:00,106939800501,4111  04
51    011010050558,05:58:00,105481603700,51    01
51    011010050818,08:18:00,105481603700,51    01
51    011010050830,08:30:00,105481603700,51    01
51    011010050910,09:10:00,105481603700,51    01
51    011010050915,09:15:00,105481603700,51    01
51    011010051006,10:06:00,105481603700,51    01
51    011010051048,10:48:00,105481603700,51    01
51    011010051136,11:36:00,105481603700,51    01
51    011010051154,11:54:00,105481603700,51    01
51    011010051215,12:15:00,105481603700,51    01
51    011010051342,13:42:00,105481603700,51    01
51    011010051421,14:21:00,105481603700,51    01
51    011010051435,14:35:00,105481603700,51    01
51    011010051549,15:49:00,105481603700,51    01
51    011010051628,16:28:00,105481603700,51    01
51    011010051642,16:42:00,105481603700,51    01
51    011010051654,16:54:00,105481603700,51    01
51    011010051712,17:12:00,105481603700,51    01
51    011010051927,19:27:00,105481603700,51    01
51    011010052225,22:25:00,105481603700,51    01
51    011010052325,23:25:00,105481603700,51    01
608   011010200600,06:00:00,107042600140,608   01
608   011010200830,08:30:00,107042600140,608   01
608   011010201622,16:22:00,107042600140,608   01
608   011010201722,17:22:00,107042600140,608   01
608   011010201752,17:52:00,107042600140,608   01
4031  011080250520,05:20:00,105152800095,4031  01
4031  011080250615,06:15:00,105152800095,4031  01
4031  011080251105,11:05:00,105152800095,4031  01
4031  011080251405,14:05:00,105152800095,4031  01
4031  011080251530,15:30:00,105152800095,4031  01
901   031080151735,17:35:00,100918800001,901   03
901   031080152100,21:00:00,100918800001,901   03
9501  071080280835,08:35:00,102315500201,9501  07
9501  071080282205,22:05:00,102315500201,9501  07
9501  012080440735,07:35:00,111098400036,9501  01
9104  012010180530,05:30:00,112241700802,9104  01
9104  012010181500,15:00:00,112241700802,9104  01
9104  012010181950,19:50:00,112241700802,9104  01
4201  011010150006,00:06:00,103594600110,4201  01
4201  011010151000,10:00:00,103594600110,4201  01
4201  011010151530,15:30:00,103594600110,4201  01
4201  011010151800,18:00:00,103594600110,4201  01
4201  011010152000,20:00:00,103594600110,4201  01
4201  011010152130,21:30:00,103594600110,4201  01
3501B 012080350510,05:10:00,109007800166,3501B 01
3501B 012080350630,06:30:00,109007800166,3501B 01
3501B 012080350750,07:50:00,109007800166,3501B 01
3501B 012080350810,08:10:00,109007800166,3501B 01
3501B 012080351040,10:40:00,109007800166,3501B 01
3501B 012080351140,11:40:00,109007800166,3501B 01
3501B 012080351510,15:10:00,109007800166,3501B 01
3501B 012080351630,16:30:00,109007800166,3501B 01
3501B 012080351830,18:30:00,109007800166,3501B 01
636   021010100430,04:30:00,110998800036,636   02
636   021010100500,05:00:00,110998800036,636   02
636   021010100630,06:30:00,110998800036,636   02
636   021010101500,15:00:00,110998800036,636   02
636   021010102345,23:45:00,110998800036,636   02
5250  032010030620,06:20:00,130828600055,5250  03
5250  032010030800,08:00:00,130828600055,5250  03
5250  032010031000,10:00:00,130828600055,5250  03
5250  032010031320,13:20:00,130828600055,5250  03
5250  032010031440,14:40:00,130828600055,5250  03
5250  032010031540,15:40:00,130828600055,5250  03
5250  032010031640,16:40:00,130828600055,5250  03
5250  032010031920,19:20:00,130828600055,5250  03
5250  032010032020,20:20:00,130828600055,5250  03
5250  032010032040,20:40:00,130828600055,5250  03
9250  021010270555,05:55:00,103544100210,9250  02
9250  021010271355,13:55:00,103544100210,9250  02
9250  021010271726,17:26:00,103544100210,9250  02
8205  052010082050,20:50:00,102922400045,8205  05
8205  052010082250,22:50:00,102922400045,8205  05
8205  061010070530,05:30:00,109007800166,8205  06
4034  101010052220,22:20:00,100694600080,4034  10
4034  101010052320,23:20:00,100694600080,4034  10
4034  021010130655,06:55:00,100694600080,4034  02
4034  021010130855,08:55:00,100694600080,4034  02
4034  021010131355,13:55:00,100694600080,4034  02
4034  021010131555,15:55:00,100694600080,4034  02
639   012010050555,05:55:00,103538100075,639   01
639   012010050625,06:25:00,103538100075,639   01
639   012010050825,08:25:00,103538100075,639   01
639   012010051025,10:25:00,103538100075,639   01
4111  041010152235,22:35:00,106939800501,4111  04
327   011080380410,04:10:00,100980200007,327   01
327   011080380620,06:20:00,100980200007,327   01
327   011080380655,06:55:00,100980200007,327   01
327   011080381115,11:15:00,100980200007,327   01
327   011080381145,11:45:00,100980200007,327   01
327   011080381215,12:15:00,100980200007,327   01
327   011080382120,21:20:00,100980200007,327   01
313   011080280535,05:35:00,130311900120,313   01
313   011080280555,05:55:00,130311900120,313   01
313   011080281215,12:15:00,130311900120,313   01
313   011080281445,14:45:00,130311900120,313   01
313   011080281835,18:35:00,130311900120,313   01
313   011080282215,22:15:00,130311900120,313   01
9411  032010031310,13:10:00,108025300178,9411  03
9411  032010031340,13:40:00,108025300178,9411  03
9411  032010031410,14:10:00,108025300178,9411  03
9411  032010031710,17:10:00,108025300178,9411  03
9411  032010031810,18:10:00,108025300178,9411  03
9411  032010032300,23:00:00,108025300178,9411  03
9411  012010140710,07:10:00,108025300178,9411  01
9411  012010140740,07:40:00,108025300178,9411  01
815   021070020010,00:10:00,101865205600,815   02
625   011010101030,10:30:00,107042600140,625   01
625   011010101830,18:30:00,107042600140,625   01
625   011010102300,23:00:00,107042600140,625   01
625   011010102330,23:30:00,107042600140,625   01
9208  012010160630,06:30:00,111293600038,9208  01
9208  012010160900,09:00:00,111293600038,9208  01
9208  012010162215,22:15:00,111293600038,9208  01
9208  012010162245,22:45:00,111293600038,9208  01
9208  012010162300,23:00:00,111293600038,9208  01
9105  041010072300,23:00:00,700000100270,9105  04
9208  021010141945,19:45:00,111970500156,9208  02
9032  011010181930,19:30:00,108810000200,9032  01
9032  011010182000,20:00:00,108810000200,9032  01
9032  011010182030,20:30:00,108810000200,9032  01
9032  011010182200,22:00:00,108810000200,9032  01
8107  021010111030,10:30:00,103397900021,8107  02
8107  021010111200,12:00:00,103397900021,8107  02
8107  021010111530,15:30:00,103397900021,8107  02
626   021070122210,22:10:00,107042600140,626   02
9201  062080151540,15:40:00,106588902379,9201  06
9201  062080151625,16:25:00,106588902379,9201  06
9201  062080151645,16:45:00,106588902379,9201  06
64    101010071015,10:15:00,110998800036,64    10
64    101010071100,11:00:00,110998800036,64    10
64    101010071310,13:10:00,110998800036,64    10
64    101010071341,13:41:00,110998800036,64    10
64    101010071435,14:35:00,110998800036,64    10
64    091010070920,09:20:00,107042600140,64    09
64    091010071047,10:47:00,107042600140,64    09
64    091010071126,11:26:00,107042600140,64    09
64    091010071203,12:03:00,107042600140,64    09
64    091010071325,13:25:00,107042600140,64    09
64    091010071414,14:14:00,107042600140,64    09
64    091010071942,19:42:00,107042600140,64    09
64    091010072035,20:35:00,107042600140,64    09
64    091010072240,22:40:00,107042600140,64    09
63    051010040430,04:30:00,107042600140,63    05
63    051010040445,04:45:00,107042600140,63    05
63    051010040834,08:34:00,107042600140,63    05
63    051010040846,08:46:00,107042600140,63    05
63    051010040935,09:35:00,107042600140,63    05
63    051010040956,09:56:00,107042600140,63    05
63    051010041108,11:08:00,107042600140,63    05
63    051010041124,11:24:00,107042600140,63    05
63    051010041236,12:36:00,107042600140,63    05
63    051010041300,13:00:00,107042600140,63    05
63    051010041308,13:08:00,107042600140,63    05
63    051010041349,13:49:00,107042600140,63    05
63    051010041420,14:20:00,107042600140,63    05
63    051010041425,14:25:00,107042600140,63    05
63    051010041518,15:18:00,107042600140,63    05
63    051010041549,15:49:00,107042600140,63    05
63    051010041636,16:36:00,107042600140,63    05
63    051010041654,16:54:00,107042600140,63    05
63    051010041700,17:00:00,107042600140,63    05
63    051010041748,17:48:00,107042600140,63    05
63    051010041818,18:18:00,107042600140,63    05
63    051010041901,19:01:00,107042600140,63    05
63    051010042042,20:42:00,107042600140,63    05
63    051010042200,22:00:00,107042600140,63    05
63    051010042229,22:29:00,107042600140,63    05
63    051010042320,23:20:00,107042600140,63    05
62    071010070140,01:40:00,107042600140,62    07
9415  011010010710,07:10:00,101009601038,9415  01
102   011010130820,08:20:00,130167900001,102   01
103   011010161100,11:00:00,112720600521,103   01
103   011010161715,17:15:00,112720600521,103   01
103   011010161800,18:00:00,112720600521,103   01
103   011010161840,18:40:00,112720600521,103   01
103   011010162020,20:20:00,112720600521,103   01
8108  021010020515,05:15:00,104459400107,8108  02
8108  021010020845,08:45:00,104459400107,8108  02
8108  021010021215,12:15:00,104459400107,8108  02
8108  021010021615,16:15:00,104459400107,8108  02
8108  011010091715,17:15:00,104459400107,8108  01
8108  011010092045,20:45:00,104459400107,8108  01
336   031080021730,17:30:00,112658802213,336   03
336   021080021240,12:40:00,112658802213,336   02
336   011080060610,06:10:00,112658802213,336   01
336   011080060650,06:50:00,112658802213,336   01
336   011080060910,09:10:00,112658802213,336   01
336   011080061110,11:10:00,112658802213,336   01
336   011080061540,15:40:00,112658802213,336   01
336   011070060650,06:50:00,112658802213,336   01
336   011070061040,10:40:00,112658802213,336   01
204   011080060640,06:40:00,100017000170,204   01
204   011080061300,13:00:00,100017000170,204   01
204   011080061620,16:20:00,100017000170,204   01
204   011080061700,17:00:00,100017000170,204   01
204   011080062200,22:00:00,100017000170,204   01
204   011080062300,23:00:00,100017000170,204   01
204   011010050640,06:40:00,100017000170,204   01
204   011010050840,08:40:00,100017000170,204   01
204   011010051510,15:10:00,100017000170,204   01
204   011010051540,15:40:00,100017000170,204   01
204   011010052010,20:10:00,100017000170,204   01
204   011010052110,21:10:00,100017000170,204   01
1510  012080430130,01:30:00,105151500085,1510  01
1510  012080430810,08:10:00,105151500085,1510  01
1510  012080432230,22:30:00,105151500085,1510  01
4405  031080380658,06:58:00,109503000015,4405  03
2104  022010140840,08:40:00,500000200525,2104  02
2104  012010131840,18:40:00,500000200525,2104  01
2104  012010131910,19:10:00,500000200525,2104  01
2104  012010132240,22:40:00,500000200525,2104  01
2104  012010132310,23:10:00,500000200525,2104  01
4403A 031070142250,22:50:00,108385700570,4403A 03
402   051010090915,09:15:00,130063100003,402   05
402   051010091515,15:15:00,130063100003,402   05
402   051010091615,16:15:00,130063100003,402   05
4110  011010270740,07:40:00,106939800501,4110  01
4110  011010271340,13:40:00,106939800501,4110  01
4110  011010271510,15:10:00,106939800501,4110  01
4111  021010341105,11:05:00,106939800501,4111  02
4111  021010341335,13:35:00,106939800501,4111  02
4111  021010341435,14:35:00,106939800501,4111  02
8405  012010150640,06:40:00,107199200184,8405  01
8405  012010151210,12:10:00,107199200184,8405  01
8405  012010151340,13:40:00,107199200184,8405  01
